y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau
0.0141308162211855,73.28095953195577,15.68985561657179,0.031524400659379,-0.002491837539812744,-1.233019969487292,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01447952698910282,75.08933770856771,15.7461813527517,0.03077731205313041,-0.002492752816850696,-1.237447921664099,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01483215241433178,76.91801689536518,15.80180593610547,0.03006543836089364,-0.002493521486737315,-1.241519338672182,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01518869109618326,78.76698982851846,15.85676205232015,0.02938601619677692,-0.002494219006063663,-1.245258445123529,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01554914161842413,80.63624916358819,15.91107954225456,0.02873654673147383,-0.002494975452161566,-1.248688065225947,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01591350254928292,82.52578747555475,15.96478567772003,0.02811478293871294,-0.002495993086695367,-1.251829747164654,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0162817724414549,84.43559725884471,16.01790541180748,0.02751868746851897,-0.00249748870988728,-1.254703955721323,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01665394983210877,86.36567092736541,16.07046157591839,0.02694640503042384,-0.002499573599975432,-1.257330055957988,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01703003324289154,88.31600081453026,16.12247507475544,0.02639626144734308,-0.002502214645687072,-1.259726049631344,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01741002117993529,90.28657917329387,16.17396508879482,0.02586675005486087,-0.002505293656636163,-1.2619086294932,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01779391213386217,92.27739817617802,16.22494926078209,0.02535651626858931,-0.002508690925086795,-1.263893477724783,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01818170457979107,94.28844991530607,16.27544387583131,0.02486434624011746,-0.002512316231058499,-1.265695368708339,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01857339697734361,96.3197264024342,16.32546400990102,0.02438913172026386,-0.002516123179747019,-1.267328083237152,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01896898777065015,98.3712195689824,16.37502363180321,0.02392985957982332,-0.002520151582332329,-1.268804573282541,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01936847538835551,100.4429212660644,16.42413572870983,0.023485622657447,-0.002524507019997646,-1.270137092870427,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.01977185824362626,102.5348232645252,16.47281243509127,0.02305560232066996,-0.002529286054349101,-1.271336918076,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02017913473415589,104.6469172549681,16.52106511704108,0.02263903551288543,-0.002534538790533916,-1.27241418991243,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02059030324217204,106.779194847792,16.56890438808774,0.02223518297927132,-0.00254027685515413,-1.273378229144845,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02100536213444248,108.9316475732225,16.61634010826165,0.02184334564613466,-0.002546475446988236,-1.274237784936664,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02142430976228171,111.1042668813462,16.6633814345011,0.02146287763102046,-0.002553078548670072,-1.275000996908508,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02184714446155744,113.2970441421443,16.71003688798764,0.0210931989983852,-0.002559985258627346,-1.275675312746544,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02227386455269731,115.5099706455271,16.75631448854426,0.02073382279050281,-0.002567091749662231,-1.276267347788657,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02270446834069551,117.7430376013689,16.80222187143016,0.02038429998246187,-0.002574395783360797,-1.276782936058869,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02313895411511957,119.9962361395429,16.84776627420108,0.02004418323908461,-0.002581949053486822,-1.27722746289655,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02357732015011704,122.2695573099557,16.89295455386207,0.01971307302777829,-0.002589778570723534,-1.277606264566308,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02401956470442235,124.5629920825831,16.93779325848786,0.01939059702091991,-0.002597946797151212,-1.27792474330547,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0244656860213639,126.876531347507,16.9822885954606,0.01907636767319704,-0.002606554199858406,-1.278188141300738,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02491568232887087,129.2101659149504,17.02644640642952,0.01877002555238533,-0.00261563580026092,-1.27840132497742,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02536955183948031,131.5638865153142,17.07027222855406,0.01847124585300606,-0.002625118424554951,-1.278568760998046,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02582729275034423,133.9376837992141,17.11377130839002,0.01817971025510194,-0.002634867134346589,-1.278694584552036,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02628890324323674,136.3315483375178,17.1569486042666,0.01789512012982821,-0.002644755803622958,-1.278782539863645,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02675438148456133,138.7454706213823,17.19980880677183,0.01761719047893672,-0.002654683353880658,-1.278835903446758,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02722372562535813,141.1794410622918,17.24235635454932,0.01734566458024697,-0.002664581277798823,-1.278857320851689,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02769693380131144,143.633449992097,17.28459552248971,0.017080339193572,-0.002674409922160617,-1.278848804693431,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0281740041327565,146.1074876630497,17.32653050466106,0.01682103473860993,-0.002684124312950289,-1.278812059479697,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02865493472468783,148.6015442478464,17.36816543045753,0.0165675794857033,-0.00269369205995816,-1.27874882543805,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02913972366676609,151.1156098396637,17.40950435587394,0.01631979167274556,-0.002703134553640245,-1.278660849065546,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.029628369033326,153.6496744521996,17.45055118340765,0.01607745690077514,-0.002712471313295919,-1.278549763337302,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03012086888338394,156.2037280197127,17.49130962943618,0.01584039141410316,-0.002721644483184316,-1.278417130457489,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03061722126064548,158.7777603970611,17.53178333199748,0.01560845354677882,-0.002730495282260425,-1.278264544156951,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03111742419351327,161.371761359744,17.57197586694389,0.01538148909698271,-0.002738810854640855,-1.278093718572171,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03162147569509521,163.9857206039432,17.61189071172935,0.01515934530559403,-0.002746486186912496,-1.27790659037782,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03212937376321157,166.6196277465606,17.65153124709371,0.01494187149982133,-0.002753572697447304,-1.277705015507933,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03264111638040379,169.2734723252635,17.69090074380048,0.01472892061477938,-0.002760143742935056,-1.27749032436205,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03315670151394179,171.9472437985228,17.73000237371454,0.01452035355909151,-0.002766231351763306,-1.27726328048458,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03367612711583257,174.6409315456575,17.7688392117378,0.01431603886390351,-0.002771874651679168,-1.277024368659421,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0341993911228281,177.3545248668756,17.80741426702561,0.01411586394142502,-0.002777142887657915,-1.27677400485081,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03472649145643336,180.0880129833155,17.84573049537082,0.01391971095513172,-0.002782123798477627,-1.276512644609862,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03525742602291493,182.8413850370912,17.8837907716543,0.01372746458343996,-0.002786843694424862,-1.276240783061001,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03579219271330913,185.6146300913339,17.92159793654224,0.01353904250557669,-0.002791226790305852,-1.275959032634279,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03633078940343037,188.4077371302357,17.95915485873276,0.01335436885211228,-0.002795177582906216,-1.275668170065857,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03687321395387988,191.2206950590944,17.99646436236999,0.01317331918894828,-0.002798690404429152,-1.275369095315208,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0374194642100536,194.0534927043552,18.03352911228789,0.01299576230186488,-0.002801891633709016,-1.275062650945062,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03796953800215142,196.9061188136577,18.07035167757872,0.01282160771850709,-0.002804919373510701,-1.274749299462185,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03852343314518525,199.7785620558786,18.10693459380535,0.01265077321841297,-0.002807751828501957,-1.274429100607032,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03908114743898816,202.6708110211783,18.14328038986562,0.01248319925639827,-0.002810212976453533,-1.274102072319418,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03964267866822269,205.5828542210447,18.17939163684922,0.0123188257071643,-0.002812103089351026,-1.27376838908695,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04020802460238992,208.5146800883398,18.21527087172515,0.01215755767830458,-0.002813237321237788,-1.273428448295365,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04077718299583832,211.4662769773457,18.25092053373178,0.01199930035886451,-0.00281344593348446,-1.273082829401605,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04135015158777255,214.4376331638103,18.28634300352139,0.01184398489639352,-0.002812555453663426,-1.27273193337062,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04192692810226251,217.4287368449941,18.3215406513299,0.01169154608237584,-0.002810379940087273,-1.272375621116735,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0425075102482525,220.4395761397182,18.35651582132143,0.01154191877031862,-0.002806816046517898,-1.2720132658969,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04309189571956995,223.4701390884085,18.3912708477372,0.01139504354471853,-0.002801838587562603,-1.271643997941027,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04368008219493513,226.5204136531472,18.42580803333669,0.01125084878494858,-0.002795398922592138,-1.271266906842565,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04427206733796973,229.5903877177167,18.46012963131669,0.0111092701840473,-0.002787451454157407,-1.270881450904626,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04486784879720684,232.6800490876515,18.49423787728897,0.01097025476451237,-0.002777999733998988,-1.270487720955926,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04546742420609962,235.7893854902829,18.5281350139279,0.01083376083619801,-0.00276710875305759,-1.270086551088208,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04607079118303103,238.9183845747902,18.56182332980935,0.01069975851923653,-0.002754832550215602,-1.269679369597313,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
