y/delta,y^+,u'p',v'p',w'p',nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau
0.02536955183948031,131.5638865153142,0.6426256342861374,-0.2383275768804942,0.00517217138548885,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02582729275034423,133.9376837992141,0.6380979034621646,-0.2375737579214194,0.00518795773248198,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02628890324323674,136.3315483375178,0.6337436252746235,-0.2368099317118154,0.005206511823302565,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02675438148456133,138.7454706213823,0.6295605388118035,-0.2360384258975735,0.005221469594492062,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02722372562535813,141.1794410622918,0.6255445212548622,-0.2352610807666995,0.005227229129629101,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02769693380131144,143.633449992097,0.621691546999936,-0.234479145421718,0.005220899607136269,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0281740041327565,146.1074876630497,0.6179986171806281,-0.2336935331083767,0.005205270112791563,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02865493472468783,148.6015442478464,0.6144603395090364,-0.2329050488848355,0.005186590188845356,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.02913972366676609,151.1156098396637,0.6110677035191151,-0.2321145497122918,0.005168894660618654,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.029628369033326,153.6496744521996,0.6078129899235282,-0.2313232334254566,0.005152896782843599,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03012086888338394,156.2037280197127,0.6046936423962054,-0.2305320934345677,0.005140224111320083,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03061722126064548,158.7777603970611,0.6017095530275743,-0.2297419696213006,0.005134040820976233,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03111742419351327,161.371761359744,0.5988590067273527,-0.2289537843546985,0.005135354065960984,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03162147569509521,163.9857206039432,0.596137243649094,-0.2281685334912423,0.005144059035378272,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03212937376321157,166.6196277465606,0.5935363206694758,-0.2273872870677251,0.005160897464980035,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03264111638040379,169.2734723252635,0.5910495067284445,-0.2266108942155957,0.005185365577698127,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03315670151394179,171.9472437985228,0.5886744682178099,-0.2258397321365751,0.005215427112518128,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03367612711583257,174.6409315456575,0.5864102990376906,-0.2250739905348703,0.005249578831135688,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0341993911228281,177.3545248668756,0.5842543387881693,-0.2243144304769501,0.005286467622239274,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03472649145643336,180.0880129833155,0.5822050712858866,-0.2235624521715052,0.005323594372375512,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03525742602291493,182.8413850370912,0.5802636404024903,-0.2228186469135113,0.005354585738630023,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03579219271330913,185.6146300913339,0.5784297929971973,-0.2220823021328176,0.005370510526368069,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03633078940343037,188.4077371302357,0.5766986692904184,-0.2213520007073569,0.005366502963128957,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03687321395387988,191.2206950590944,0.5750629909136865,-0.22062665761924,0.005343434059517908,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0374194642100536,194.0534927043552,0.5735184164687273,-0.2199064012010347,0.005305964613821094,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03796953800215142,196.9061188136577,0.5720620418038215,-0.2191926158945991,0.005260715014098233,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03852343314518525,199.7785620558786,0.5706891559853562,-0.2184869828728755,0.005213744754625073,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03908114743898816,202.6708110211783,0.5693962131808391,-0.2177908574154712,0.005167989336848621,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.03964267866822269,205.5828542210447,0.5681817207229237,-0.2171050567252532,0.005120729450868955,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04020802460238992,208.5146800883398,0.567047789718749,-0.2164298788674514,0.005064350306491528,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04077718299583832,211.4662769773457,0.5660002482059732,-0.2157654138957549,0.004994288648806427,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04135015158777255,214.4376331638103,0.5650390719531676,-0.2151115207264715,0.004913312534362415,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04192692810226251,217.4287368449941,0.5641562842074548,-0.2144675085322438,0.004829898916101174,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0425075102482525,220.4395761397182,0.5633410189587696,-0.2138324087240396,0.004750384633285996,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04309189571956995,223.4701390884085,0.5625819190623921,-0.2132054302890259,0.004674262880262411,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04368008219493513,226.5204136531472,0.5618712867101632,-0.2125867042927571,0.004599819679218061,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04427206733796973,229.5903877177167,0.5612050027602901,-0.2119768697347459,0.004526274736972276,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04486784879720684,232.6800490876515,0.5605806768284256,-0.211376274120449,0.004449188375741779,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04546742420609962,235.7893854902829,0.5599972826819363,-0.2107849238957319,0.004365675670056779,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04607079118303103,238.9183845747902,0.5594525587743321,-0.2102027371696582,0.004278571088439271,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04667794733132358,242.0670339122501,0.5589397999836127,-0.209629705978035,0.004191902005589966,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.0472888902392482,245.235320995684,0.5584531130177773,-0.2090661239610225,0.004108476516921046,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04790361748003424,248.4232332401087,0.5579921376445279,-0.2085126402173915,0.004031897935303555,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04852212661187916,251.6307579825875,0.5575577696798766,-0.2079700544866621,0.003967227531116614,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04914441517795798,254.8578824822786,0.5571525156644445,-0.2074384794056749,0.003915906640443733,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.04977048070643308,258.1045939204865,0.5567836499200518,-0.2069171999897875,0.003873607570488457,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05040032071046441,261.3708794007143,0.5564569239919871,-0.2064053263338128,0.003838972614404437,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05103393268821854,264.6567259487114,0.5561744522533419,-0.2059025837708608,0.003814905153097813,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05167131412287962,267.9621205125295,0.5559360959520309,-0.2054086302484283,0.003802842344603296,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05231246248265853,271.2870499625705,0.5557373456939086,-0.2049223136806186,0.003803130223604889,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05295737522080346,274.6315010916417,0.5555706934323078,-0.2044419401090836,0.003813288633945687,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
0.05360604977560979,277.9954606150063,0.5554238498814824,-0.2039655558698506,0.003826759248245347,10240,1536,7680,8pi,3pi,7,8.00000e-06,1.000,1.000,4.14872e-02,5185.897
