PC1,PC2,PC3,k,dU/dy,P
4.045797526695442,0.548090605248914,0.8866002394992002,4.945898214813192,0.034009659201472,-1.217333092495376
4.037970152343707,0.5279158728681714,0.8672481506893606,4.932923589412445,0.0331368990274528,-1.2229902498136
4.029803329267104,0.5083901077635169,0.8488494610356171,4.92050438279654,0.0323097769289199,-1.228209778430009
4.02132529608638,0.48947306893410203,0.8313460113834718,4.90860457717856,0.031524400659379,-1.233019969487292
4.012562803331331,0.4711270964864947,0.8146831726318867,4.897190321918504,0.0307773120531304,-1.237447921664099
4.003540996898298,0.45331701127033336,0.7988097868741675,4.886229844213387,0.0300654383608936,-1.241519338672182
3.994283593331787,0.43600990195476935,0.7836777455865318,4.875693315125227,0.0293860161967769,-1.245258445123529
3.9848130368751553,0.41917496216180605,0.7692417134178599,4.865552688198935,0.0287365467314738,-1.248688065225947
3.97515028213369,0.4027834254629778,0.7554589446518868,4.855781552164761,0.0281147829387129,-1.251829747164654
3.965314818204726,0.38680845245359446,0.7422891621807408,4.846355087280454,0.0275186874685189,-1.254703955721323
3.955324935565788,0.3712250047730396,0.7296945554349328,4.837250106541834,0.0269464050304238,-1.257330055957988
3.945197823135464,0.35600976411119467,0.7176397254260647,4.828444964526849,0.026396261447343,-1.259726049631344
3.9349493904328696,0.34114106881804307,0.7060913624717662,4.819919255734739,0.0258667500548608,-1.2619086294932
3.924593971685589,0.3265988517782819,0.6950178291869441,4.811653498471959,0.0253565162685893,-1.263893477724783
3.9141444396560647,0.3123645190756558,0.6843892608536597,4.803629182799159,0.0248643462401174,-1.265695368708339
3.9036125143248204,0.2984208067103839,0.6741776188009644,4.795828954722654,0.0243891317202638,-1.267328083237152
3.893009024866146,0.28475165716059947,0.6643564756744607,4.788236619677916,0.0239298595798233,-1.268804573282541
3.882343838524104,0.27134217429721613,0.6549008790621982,4.780836853038467,0.023485622657447,-1.270137092870427
3.8716260055781833,0.2581785500069854,0.6457876974795637,4.773615263286462,0.0230556023206699,-1.271336918076
3.8608639793922923,0.24524797726939254,0.636995925468673,4.766558720993864,0.0226390355128854,-1.27241418991243
3.850065620521501,0.23253857935303443,0.6285062721709547,4.759655306238831,0.0222351829792713,-1.273378229144845
3.8392380688909453,0.22003934102677075,0.6203004925191317,4.752893933049299,0.0218433456461346,-1.274237784936664
3.828387744898971,0.20774003549800046,0.6123612608371617,4.746264187497081,0.0214628776310204,-1.275000996908508
3.817520348424933,0.19563118458989254,0.6046722894379571,4.739756207922178,0.0210931989983852,-1.275675312746544
3.8066408014836273,0.18370403956661502,0.5972184769313614,4.733360589381586,0.0207338227905028,-1.276267347788657
3.7957535239101188,0.17195046811580636,0.589985771136728,4.727068462194279,0.0203842999824618,-1.276782936058869
3.7848626143413284,0.16036285600206077,0.5829607115131122,4.720871530691989,0.0200441832390846,-1.27722746289655
3.7739717102987496,0.1489341333713904,0.576130506343952,4.714762116812772,0.0197130730277782,-1.277606264566308
3.7630838773234507,0.13765779707078252,0.5694831228959791,4.708733006923021,0.0193905970209199,-1.27792474330547
3.752201745472957,0.12652784743376078,0.5630071480979889,4.702777240756949,0.019076367673197,-1.278188141300738
3.741327404367071,0.11553876959594375,0.556691717144854,4.696887986724231,0.0187700255523853,-1.27840132497742
3.7304628687029084,0.10468542093154651,0.5505270839188836,4.691059060786349,0.018471245853006,-1.278568760998046
3.719610563951168,0.09396293553267802,0.544504948794485,4.685285265966733,0.0181797102551019,-1.278694584552036
3.708772844755833,0.08336681936618195,0.5386178895147556,4.679561967738851,0.0178951201298282,-1.278782539863645
3.6979513025692623,0.07289304221864418,0.5328583212777982,4.673884423153011,0.0176171904789367,-1.278835903446758
3.6871464767374085,0.06253805540866206,0.5272181631139707,4.668247381545463,0.0173456645802469,-1.278857320851689
3.67635819790036,0.05229862756588013,0.5216892437335885,4.662645374092793,0.017080339193572,-1.278848804693431
3.665586121852475,0.042171641412101855,0.5162634706712343,4.657073081487045,0.0168210347386099,-1.278812059479697
3.654829726249547,0.03215407246914234,0.5109329089064127,4.651525460796208,0.0165675794857033,-1.27874882543805
3.644088380483801,0.022243037393081096,0.5056901768860718,4.645997938355579,0.0163197916727455,-1.278660849065546
3.633361692531811,0.012435832858264675,0.5005288469796543,4.640486644151995,0.0160774569007751,-1.278549763337302
3.6226494350248184,0.0027299599463436494,0.495443318828049,4.63498832869074,0.0158403914141031,-1.278417130457489
3.611951638312456,-0.006876945744001418,0.49042893615834676,4.629500416474206,0.0156084535467788,-1.278264544156951
3.6012687713610663,-0.016387144231117774,0.4854819437207614,4.624020863816114,0.0153814890969827,-1.278093718572171
3.590601080989425,-0.025802652682508087,0.48059876903138166,4.618547416405391,0.015159345305594,-1.27790659037782
3.5799481960759127,-0.03512521110702389,0.4757756414471703,4.613077347640917,0.0149418714998213,-1.277705015507933
3.5693093605377326,-0.044356422021485736,0.4710085779618696,4.607607861020497,0.0147289206147793,-1.27749032436205
3.5586838339066795,-0.05349786058636832,0.4662937722976166,4.602136602416019,0.0145203535590915,-1.27726328048458
3.54807101161766,-0.06255103602005517,0.46162786329132516,4.596661657516968,0.0143160388639035,-1.277024368659421
3.537470476806454,-0.07151740397439897,0.4570079006612553,4.591181428051226,0.014115863941425,-1.27677400485081
3.5268818469515972,-0.08039834468446791,0.45243116248900533,4.585694414520197,0.0139197109551317,-1.276512644609862
3.516304179076283,-0.08919499793790354,0.44789487673332434,4.580198831102727,0.0137274645834399,-1.276240783061001
3.50573612430003,-0.09790828408512228,0.44339664101150955,4.574692908036457,0.0135390425055766,-1.275959032634279
3.4951765154695207,-0.1065390669186041,0.43893454295450585,4.569175063416589,0.0133543688521122,-1.275668170065857
3.4846245767442725,-0.11508827363188806,0.43450661479572683,4.563643860445024,0.0131733191889482,-1.275369095315208
3.4740798507470676,-0.1235568903977132,0.4301107400766485,4.558097947199003,0.0129957623018648,-1.275062650945062
3.463541945578886,-0.13194590811645535,0.42574496548033336,4.552536074178791,0.012821607718507,-1.274749299462185
3.4530106807594936,-0.14025636474393566,0.4214079181346143,4.546957531097375,0.0126507732184129,-1.274429100607032
3.442485696973973,-0.14848930550051218,0.41709815438164344,4.541361765263336,0.0124831992563982,-1.274102072319418
3.4319662262409647,-0.15664572432391527,0.41281385667684994,4.535748154987885,0.0123188257071643,-1.27376838908695
3.4214516226834233,-0.16472659035238305,0.408553508253278,4.53011640735012,0.0121575576783045,-1.273428448295365
3.410941489812783,-0.17273288429522565,0.4043157903003987,4.524466443053337,0.0119993003588645,-1.273082829401605
3.4004355899841374,-0.18066561049852997,0.40009939036238673,4.518798072570958,0.0118439848963935,-1.27273193337062
3.38993362804752,-0.18852572939523127,0.39590274631673716,4.513110629261989,0.0116915460823758,-1.272375621116735
3.3794350332781984,-0.19631405566180635,0.39172417162797896,4.507403129777201,0.0115419187703186,-1.2720132658969
3.3689386865971627,-0.20403115396803168,0.38756219931645886,4.501674537343458,0.0113950435447185,-1.271643997941027
3.3584433024104268,-0.2116774301559194,0.3834158661130466,4.495924071578791,0.0112508487849485,-1.271266906842565
3.3479477334505447,-0.21925328584801027,0.37928442305610305,4.490151207710674,0.0111092701840473,-1.270881450904626
3.3374512401428356,-0.22675922277561514,0.37516710024575795,4.484355705227959,0.0109702547645123,-1.270487720955926
3.3269531471305207,-0.2341958312333697,0.3710627109985602,4.478537173987785,0.010833760836198,-1.270086551088208
3.3164525500730466,-0.24156380830747176,0.3669694359182426,4.472694742992226,0.0106997585192365,-1.269679369597313
3.3059484118857307,-0.248863883373131,0.36288545142387263,4.46682729150047,0.0105682128485604,-1.269267536884776
3.295439651808378,-0.2560967226176663,0.358809258882849,4.460933669169931,0.010439061709053,-1.268851712007177
3.2849254599743385,-0.2632630019382893,0.354739592621371,4.455013033875001,0.0103122319277543,-1.268431745534141
3.2744054710398593,-0.2703634473251377,0.3506757091232459,4.449065049228748,0.0101876614125052,-1.268007007543637
3.2638796287022696,-0.27739880283018203,0.3466173113404698,4.443089719941959,0.010065263913143,-1.2675766458864
3.2533482369363025,-0.2843698262749245,0.34256439200376565,4.437087421135375,0.0099449651876089,-1.26714013571607
3.2428119841155345,-0.29127730058017465,0.33851739027112715,4.431059064020869,0.0098267437164436,-1.266697848153843
3.2322716122661865,-0.2981219858686479,0.33447715154520985,4.425005760586835,0.0097105735968515,-1.266250975447815
3.2217278710484996,-0.3049046070623744,0.3304449051976379,4.418928634336565,0.0095963856659783,-1.265800837336361
3.2111814117232167,-0.31162585957140687,0.32642172692930577,4.412828671224626,0.0094841017432577,-1.26534829379971
3.2006329859958966,-0.31828647205145855,0.32240853300194444,4.406706943808955,0.009373676269035,-1.264893555368681
3.190083195014586,-0.32488715008309554,0.3184060444835298,4.400564557181556,0.0092650741717803,-1.264436059103234
3.179531972005166,-0.33142844663710186,0.31441426048658044,4.394401918781694,0.0091582375859636,-1.26397466250054
3.1689790011074885,-0.33791077090084615,0.31043278520601897,4.388218717976319,0.0090531036997453,-1.263508514236289
3.158423979698349,-0.3443344400675837,0.30646133720367374,4.382014583257759,0.0089496409454606,-1.263037704650979
3.147866481133733,-0.3506997627356707,0.3024997163999798,4.375789383199685,0.0088478313768076,-1.26256301867179
3.1373060093021268,-0.3570071002697324,0.2985477411607817,4.369543142090627,0.0087476725380077,-1.26208517427037
3.1267418990979428,-0.3632568505916785,0.29460525178827346,4.363276011393908,0.0086491742882062,-1.26160444507848
3.1161733966052156,-0.3694494527629792,0.2906718507334998,4.356988134343121,0.0085523387123319,-1.261120980573254
3.105600148101167,-0.3755854103536187,0.2867474533332513,4.350679934356291,0.0084571558176925,-1.260634706205269
3.095022932182339,-0.3816653469615049,0.2828332885145676,4.344352783448409,0.0083635516854529,-1.260144903804252
3.084442848227135,-0.3876898902786824,0.2789308170290832,4.338008239632732,0.008271450185322,-1.259650582524803
3.0738597176059055,-0.3936595029474692,0.2750402971071578,4.331646762021567,0.0081808582568337,-1.259151121920051
3.06327236421791,-0.39957455522361884,0.2711611202034336,4.325267887081085,0.0080917704632795,-1.258646502430983
3.0526802529961703,-0.4054355465026691,0.26729279985307586,4.318871526443385,0.008004122176973,-1.258137289755695
3.042083397179071,-0.41124303007943647,0.2634350599146317,4.312458072633249,0.0079178558647228,-1.257624295263025
3.031481843553573,-0.4169974820899812,0.2595879351286754,4.30602807222788,0.0078329227502243,-1.257108213757882
3.020875583839398,-0.42269930880666784,0.25575141254837974,4.29958168718813,0.00774929116554,-1.256589559746019
3.0102637250653688,-0.4283488115945781,0.25192423780113565,4.29311812136402,0.0076669437051572,-1.256068681799553
2.999645612989017,-0.433946331995271,0.24810533530539536,4.286637019118662,0.0075858354623928,-1.255545425425538
2.989021042425702,-0.43949214640095924,0.2442946478139389,4.280138633749627,0.0075059292770775,-1.255018846428546
2.9783895187880307,-0.4449864146948062,0.24049231915623112,4.273623031617388,0.0074272345714886,-1.25448792073858
2.9677507694877536,-0.4504294122181571,0.23669858185580867,4.267090377397283,0.0073497642277392,-1.253952340163609
2.9571050961611416,-0.45582159317275656,0.2329139673309139,4.260541296189251,0.0072734908104821,-1.253412492327904
2.9464531463231673,-0.4611634587084312,0.22913968046517416,4.253976862033396,0.0071983569556016,-1.252868917751273
2.9357952353871157,-0.46645541018413866,0.2253766238790196,4.247397678828731,0.0071243001614174,-1.252321289637487
2.9251315180772997,-0.47169777487032943,0.22162527347481464,4.240803906234805,0.007051269324118,-1.251768457579513
2.9144628100183185,-0.47689096343523146,0.21788668030064953,4.234196229624682,0.0069792291165795,-1.251209849328488
2.9037897078337966,-0.48203535298989386,0.214161640582329,4.227575294021936,0.0069081867885589,-1.250645878675509
2.8931119249939163,-0.4871312490157796,0.21045002158443513,4.220941077319728,0.0068381680275191,-1.250077118384943
2.882428947548518,-0.4921790580863249,0.20675062252890372,4.214293101829435,0.0067691641332148,-1.249503801587962
2.8717406273169392,-0.497179308066268,0.20306236751309684,4.207631059297876,0.0067011693105481,-1.248926127798556
2.8610469215810204,-0.5021325342810116,0.19938491366306546,4.200954932707525,0.0066341998621682,-1.248344213675288
2.8503477799291033,-0.5070392656257261,0.1957184471769378,4.194265024832178,0.0065682552196457,-1.247757450776431
2.8396434700409947,-0.5119001964225182,0.19206289789680456,4.187561823808103,0.0065033112049166,-1.247165013021785
2.8289342776917614,-0.516716131411351,0.18841750398252605,4.18084571015911,0.0064393319383171,-1.24656697030345
2.818220657020958,-0.5214878871878131,0.18478194926350433,4.174117270167072,0.0063762968650483,-1.245964519174061
2.807503105199164,-0.5262162725566911,0.18115653341338483,4.167377249749007,0.0063142231365928,-1.245359631289684
2.796781979362533,-0.5309020572153368,0.17754164334587788,4.160626454810064,0.0062531017116946,-1.244754675743531
2.7860580958726895,-0.5355459967055034,0.17393762663188445,4.153865883781306,0.0061928616167686,-1.244151601711275
2.775333270519518,-0.5401487970882994,0.17034565224737355,4.14709696321018,0.0061334553164257,-1.243550952746419
2.764609284125693,-0.5447109495283414,0.16676793938736703,4.140321353085318,0.0060748916022193,-1.242952370405721
2.753886449835023,-0.5492326358097337,0.1632060806954175,4.133539933550089,0.0060171443170547,-1.242355646470895
2.7431640552166816,-0.5537138785194878,0.15966040844985482,4.12675275183127,0.005960170048644,-1.241760722312094
2.7324416014381825,-0.5581547528830836,0.15613117834584228,4.119959881775576,0.0059039917678981,-1.24116689796751
2.7217191857876233,-0.562555382278748,0.15261941650595828,4.113161977879469,0.0058486056398836,-1.240572640073908
2.7109975830439055,-0.5669158481902193,0.14912688997374882,4.106360157259218,0.005793970872153,-1.239975787945045
2.7002767069423625,-0.5712359851262966,0.1456548356115209,4.099554828179398,0.00574011093679,-1.239374088284588
2.689555262144674,-0.5755155624351347,0.14220322153067888,4.092745554337569,0.0056870694391496,-1.238766125566918
2.678832069739036,-0.5797546218945914,0.13877171751908707,4.08593196795279,0.0056348689412354,-1.238151424240332
2.6681065630667486,-0.5839534181720345,0.1353604424414232,4.07911407743293,0.0055835018227254,-1.23753008801793
2.657378307525315,-0.5881121392825658,0.13196965000699154,4.07229195825523,0.0055329021034483,-1.23690327983921
2.6466466673856206,-0.5922307981329707,0.12859940764643857,4.065465534847278,0.0054829855615238,-1.236272938366384
2.6359109878132463,-0.5963094185771654,0.1252490595258596,4.058634454435651,0.0054337021545449,-1.235640376273199
2.6251702347024772,-0.6003481518036917,0.12191680047119527,4.051797868987035,0.0053850347696991,-1.235005327663853
2.614423752802174,-0.604347315162431,0.11860133211407685,4.04495534719375,0.0053369861710624,-1.234366162674525
2.6036711536589725,-0.6083071965553867,0.1153022938083941,4.03810688741023,0.0052895706055083,-1.233720883970487
2.592912226671475,-0.6122280179019338,0.1120198445340087,4.031252644939024,0.0052427685231067,-1.23306810362036
2.582146894402628,-0.6161099500775792,0.10875406981086438,4.024392732368139,0.0051965685320649,-1.23240717852208
2.5713742968240276,-0.6199530361961507,0.10550420600211365,4.017526685217994,0.0051509914672325,-1.231738021355638
2.5605934135512225,-0.6237573815452797,0.10226911796553095,4.010653871560725,0.0051060192706886,-1.231060776213502
2.5498030777497376,-0.6275231716434493,0.09904717786572395,4.003773302741228,0.0050616132610835,-1.230375764649306
2.5390028647026948,-0.6312508769687795,0.09583677281550386,3.996884349190046,0.0050177576047757,-1.229683785985456
2.528193409434481,-0.6349412198345434,0.09263724483691725,3.989987182925772,0.0049744561536195,-1.228986055227485
2.5173758738730183,-0.6385948398641653,0.08944922745494831,3.983082783462472,0.0049316902662744,-1.228283372402001
2.5065508141991795,-0.6422120236322998,0.08627370983773094,3.976172073935279,0.0048894650308819,-1.227575211668913
2.4957175973759345,-0.6457927490497002,0.08311108830232107,3.969254897930249,0.0048478242532479,-1.226860390122402
2.4848758557546717,-0.6493370838735668,0.07996196312229222,3.962330966483623,0.0048067876597717,-1.226137637531674
2.474025896544241,-0.6528453130515692,0.07682706429966249,3.955400169734685,0.0047663470584047,-1.225406364812832
2.4631683645997575,-0.6563179866783848,0.07370678375309818,3.948462751364494,0.0047264591299833,-1.224666840951728
2.4523039109001,-0.6597558948431375,0.07060048927799084,3.941519137713135,0.0046870886696134,-1.223919539189722
2.4414333577928438,-0.663159848070602,0.06750794766400131,3.9345701146778,0.00464822698099,-1.223165083418952
2.430557827524526,-0.6665305873243724,0.06442964564101226,3.927616984710477,0.0046098297376485,-1.222403986313199
2.4196784139358227,-0.6698686682817107,0.061366134771828416,3.92066104065478,0.004571861315363,-1.221636784457772
2.4087956627284655,-0.6731743046118533,0.058318385941201964,3.913702920339286,0.0045343377080756,-1.220864049658218
2.397908979077426,-0.6764474455978756,0.055286685026395034,3.906742244604886,0.0044972380560991,-1.220085848817936
2.387018010531056,-0.6796881578957169,0.05227104993322121,3.899778889948102,0.0044605270292849,-1.219301693657711
2.3761233063282634,-0.682896719500964,0.04927172843843786,3.892813197806387,0.0044242272126174,-1.218510959651617
2.365224988718743,-0.6860734309363683,0.04628813837379697,3.885844900801578,0.0043884001722067,-1.217713691355145
2.3543220657138284,-0.6892184861901653,0.04331871807608358,3.8788729146197,0.0043531013997924,-1.216910547179442
2.3434137053887802,-0.6923319912897136,0.04036311228657935,3.871896637326373,0.004318316539774,-1.216102388011612
2.3325001186389653,-0.6954140866569288,0.03742291355138685,3.864916851069516,0.0042839925534591,-1.215290023821576
2.3215818881145167,-0.6984649380811517,0.0344998804209412,3.857934744180095,0.0042500866540005,-1.214474285215842
2.310659620447492,-0.701484737994114,0.0315949955687777,3.850951249001297,0.0042165986322541,-1.213655841004727
2.2997329284339614,-0.7044735147921274,0.028708118321609605,3.843966443628184,0.0041835422202723,-1.21283523942564
2.2888013757326817,-0.7074312661035908,0.025839123309845995,3.836980174022302,0.0041509128835665,-1.212012935330407
2.2778646303470698,-0.7103579770171283,0.022988236800474345,3.829992172599264,0.0041186588584517,-1.211188267535004
2.2669221056728666,-0.7132535774861231,0.020155124556292273,3.823002048628188,0.0040866958632202,-1.21035990430061
2.2559737025936464,-0.7161181167552251,0.01733999306589803,3.816010078433333,0.0040550521511967,-1.209527087001081
2.2450204506340663,-0.7189519572586615,0.014544377209043365,3.809017640703861,0.0040237785780171,-1.208690508232697
2.2340637954658273,-0.7217556460615754,0.011769976231560743,3.802026283186598,0.0039929029561555,-1.2078521660816
2.2231038615606473,-0.7245296285971846,0.009016670652557953,3.795036144638656,0.0039624594476291,-1.207014150465477
2.212139926333577,-0.7272742379188258,0.006283035677847043,3.788046592727522,0.003932455551149,-1.20617678150172
2.201172227140673,-0.7299898114080006,0.003569487343246882,3.781057970888741,0.0039028606549729,-1.20533814663488
2.1902013015567703,-0.7326766465240246,0.0008764097734346403,3.774070386151491,0.0038736182129135,-1.204495885382693
2.1792265933244335,-0.7353348766733867,-0.0017967926724582366,3.76708318258238,0.0038447606437652,-1.203648123492061
2.168247023033503,-0.7379645953275913,-0.0044511002249689215,3.760095465217243,0.0038163106681678,-1.202793547475979
2.15726203095828,-0.7405659945511652,-0.007087371793886467,3.75310665840205,0.0037882256217924,-1.20193209385999
2.146271478779604,-0.7431392606993193,-0.009705844032527168,3.746116555137101,0.0037605180228656,-1.201064503201793
2.1352750351683767,-0.745684473524549,-0.012306590507545725,3.739124664447506,0.0037332381896505,-1.200191574371422
2.124271855475912,-0.7482015451385522,-0.014889757514815305,3.732130340194282,0.0037063385221513,-1.199313505251207
2.113261445379958,-0.7506902312344061,-0.017455172759485268,3.725133443167286,0.0036796707158671,-1.198429514206093
2.1022437626222255,-0.7531502546960005,-0.020002514037772944,3.718134209464863,0.003653133867616,-1.197538906860898
2.091218798618479,-0.7555815870151671,-0.022532086591621335,3.711132506496002,0.0036267657545484,-1.19664257553129
2.0801866620096483,-0.7579844847718784,-0.025043960504600584,3.704128238443423,0.0036006506231667,-1.195742211611615
2.069147778675807,-0.7603593470803915,-0.02753814424080471,3.697121723682412,0.0035748074415206,-1.194838421057058
2.058102285161458,-0.7627064403225498,-0.030014850927823952,3.690113331106414,0.0035492342523738,-1.193931012329913
2.0470505492369617,-0.7650260460567456,-0.03247356019977029,3.683103999762462,0.0035239173935038,-1.193019409483095
2.0359928468397683,-0.7673184784651286,-0.03491403062910134,3.67609424103387,0.0034988771256988,-1.192103303202831
2.0249287400363762,-0.7695840802249995,-0.037337096049963485,3.669083749118143,0.003474148069776,-1.191182989739304
2.01385879105754,-0.7718235401958619,-0.039743188504858085,3.66207322135436,0.0034497236469855,-1.190258894396658
2.002784073462912,-0.7740375689329473,-0.0421320720676004,3.655063705575189,0.0034255988318234,-1.189331315703845
1.9917055783919348,-0.7762265359187929,-0.044502819523416906,3.648055834684293,0.0034017291712506,-1.188400683840095
1.9806242079726888,-0.7783905810549423,-0.046853826041114356,3.641050331061427,0.0033780889096555,-1.18746804647522
1.9695405247949225,-0.780529910297255,-0.049183612266437485,3.634048027763716,0.0033547500203908,-1.186534737862628
1.9584545127935036,-0.7826447193499491,-0.05149163829225544,3.627049256711414,0.0033317217317114,-1.185600983957449
1.9473666631807245,-0.7847351961748876,-0.053777282765745976,3.620054866241786,0.0033089486898691,-1.184665928237178
1.9362775819951967,-0.7868014913429295,-0.05603959971425828,3.61306593771906,0.0032864584435073,-1.18372834072734
1.9251861345894323,-0.7888435629670428,-0.058279325531040864,3.606081894015056,0.0032643260106577,-1.182786976138012
1.9140902249831921,-0.79086128607811,-0.06049792600306693,3.599101509217976,0.0032425561027021,-1.181840344321413
1.902988156337016,-0.7928545848899672,-0.06269686654786265,3.592123981074472,0.0032210830548377,-1.180887076770087
1.8918786741110387,-0.7948233050518383,-0.06487734811928571,3.58514866171869,0.0031998485782311,-1.179926736955248
1.8807612515776941,-0.7967671740673531,-0.06703960339072722,3.578175235927247,0.0031787673850041,-1.17895964788136
1.8696362374048632,-0.7986859602998839,-0.06918329789116166,3.5712039083406,0.0031577817784112,-1.177985977318422
1.8585042552796323,-0.800579613816501,-0.07130743936005535,3.564234976581408,0.0031369453389076,-1.177005815080176
1.8473656516720813,-0.8024482061007749,-0.07341056378442969,3.557268773196724,0.0031163341159399,-1.176018355149839
1.8362204082832092,-0.8042918904059252,-0.07549238538888418,3.550305258441568,0.0030959672745501,-1.175022443317912
1.825068533710467,-0.8061109052668253,-0.0775534311512174,3.543344158015466,0.0030758828438931,-1.174017962037689
1.813908917374812,-0.8079053514411166,-0.07959490273052774,3.536384461772036,0.0030561247285204,-1.173005787246944
1.802740028668612,-0.8096752382458788,-0.08161848659059627,3.529424552765551,0.0030366390997141,-1.171987197415236
1.7915615812935688,-0.8114208799769373,-0.08362544228326851,3.522463699569963,0.0030173910112929,-1.170963289892126
1.7803745334752834,-0.8131430475929553,-0.08561578345640597,3.515502866268603,0.0029983726346984,-1.169934764119819
1.769180451209683,-0.8148425885210266,-0.08758821894467327,3.508543900854551,0.0029795492208718,-1.168901593202429
1.7579809772565629,-0.8165201507127497,-0.0895408677339845,3.501588591948956,0.0029609076593296,-1.167863287357012
1.7467783173178988,-0.818176480509918,-0.09147228291646325,3.494638653803309,0.0029424665486617,-1.166820350370755
1.7355738983131934,-0.8198122190354359,-0.09338191381949552,3.487694947894559,0.0029242831199346,-1.16577427483024
1.7243679333067319,-0.821427643377527,-0.09526911281982456,3.48075754711164,0.0029063574422833,-1.164726445205083
1.7131596752725449,-0.8230227004191674,-0.09713446456619124,3.473825626132138,0.0028886299129972,-1.163676982527573
1.701947415064239,-0.8245970197008149,-0.09897948312566589,3.466897704156345,0.0028710762052913,-1.162624952886726
1.6907290236070274,-0.8261499199782891,-0.10080478565312334,3.459972322328044,0.0028536862016675,-1.161569314247532
1.679503123043249,-0.8276807688952621,-0.1026108817362357,3.453048479449771,0.0028364137751228,-1.160510696298269
1.6682690807531997,-0.8291889831114978,-0.10439814299190524,3.446125718751717,0.0028192659984271,-1.159450771464246
1.6570260011000533,-0.8306739000187807,-0.10616602310345685,3.439203879603835,0.0028023048999127,-1.158390415038818
1.6457727976316054,-0.8321349365742234,-0.10791397320899918,3.432282791885086,0.0027855404208704,-1.157329434820612
1.6345080112419892,-0.833571613512427,-0.10964207982761215,3.425361851565002,0.002768961356254,-1.156266490406177
1.6232309926079036,-0.834983821618198,-0.1113501455548158,3.41844070609628,0.0027525393552739,-1.155199739871231
1.6119415535288788,-0.8363717668908002,-0.11303864122962493,3.411519088121775,0.0027362758477807,-1.154127580772609
1.6006395959026707,-0.837735869895048,-0.11470863338664866,3.404596930520778,0.0027201926635208,-1.153049290033052
1.589325739024773,-0.8390767878773584,-0.11636099968624097,3.397674809095578,0.0027042878086388,-1.151964739301341
1.5780011444031776,-0.8403952354501825,-0.11799545556452055,3.390753597215021,0.0026885484387519,-1.150874315637448
1.566667065867723,-0.8416918077656518,-0.11961145313875997,3.383833599828101,0.0026729454913829,-1.149778973539635
1.5553251975544182,-0.8429670147316883,-0.1212075898587455,3.376915486862294,0.0026574528105602,-1.148679414926709
1.5439773103139205,-0.844221235301721,-0.12278177479112455,3.370000394662328,0.0026420589868587,-1.147575006128291
1.5326242090854354,-0.8454546832213626,-0.12433304757819255,3.363088971801758,0.0026268051850353,-1.146463991020684
1.5212659898815417,-0.8466677311307204,-0.1258621837578844,3.356181458299931,0.0026117505174837,-1.145344658380586
1.509902265161477,-0.8478608508994647,-0.1273699084280267,3.349278003317896,0.002596926823151,-1.144216252416169
1.4985329313109577,-0.8490345251463208,-0.12885677931986755,3.342378845125628,0.0025822880358585,-1.14307918415905
1.4871584947232592,-0.8501890673724726,-0.13032326067130712,3.335484235099789,0.0025677904595585,-1.141934363891684
1.4757792729629964,-0.8513245890655706,-0.13176890028611662,3.328594566341437,0.0025534379715311,-1.140783396134973
1.4643958897467206,-0.852441195126232,-0.13319242825509714,3.321710908799642,0.0025392100273144,-1.139627755812802
