PC1,PC2,PC3,k
4.469623101597725,0.7966675841697551,0.1346855598654102,5.388762578694872
4.390449837831226,0.7526230973135617,0.09623098725069328,5.355880850412405
4.314964534540636,0.7109760434220941,0.06055359505944036,5.324218433123807
4.243165640668007,0.6716747070742725,0.02755575140123492,5.293808996565183
4.1750157513774395,0.6346559857586113,-0.002866222466230288,5.26466603641912
4.11044856977558,0.5998478513802395,-0.030820477411178264,5.236786733991963
4.049374895679969,0.5671714752518197,-0.05641829257026223,5.210155263542733
3.9916879228637376,0.5365431018891551,-0.07977264541285718,5.184745644471253
3.937267648553656,0.5078756279104437,-0.10099672705908123,5.160524021991857
3.8859843332447688,0.48107990438713527,-0.1202026679979587,5.137450412819171
3.8377017967969116,0.4560659350305189,-0.13750074239139917,5.115480495143228
3.7922803662083364,0.432743861346673,-0.15299914475926146,5.094567337003299
3.749578860935569,0.4110246538138824,-0.166803844955237,5.074662520573436
3.7094561081619726,0.39082071679912966,-0.17901799711203495,5.055716840144084
3.6717721755092865,0.3720463708493595,-0.1897415345121354,5.037680890161369
3.636389345732694,0.35461818825989877,-0.19907112354354717,5.020505611028002
3.6031730370046495,0.33845530007797875,-0.2070999998819162,5.004142782476452
3.5719925405762907,0.32347962022290944,-0.21391786768448812,4.98854542738449
3.542721387737575,0.3096160069412144,-0.21961074554556062,4.973667968232499
3.5152377113446094,0.29679244598157184,-0.22426057659385343,4.959466313927388
3.4894249687255,0.2849402725854227,-0.22794495217755428,4.945898214813192
3.4651723646061057,0.27399419392008995,-0.2307374235676632,4.932923589412445
3.442374484774104,0.26389209725770185,-0.23270792946486277,4.92050438279654
3.4209313348840236,0.2545750988218709,-0.2339228033336654,4.90860457717856
3.4007485577916,0.2459876668434305,-0.2344448110742315,4.897190321918504
3.38173729686522,0.23807758530536358,-0.23433316608183724,4.886229844213387
3.3638139677502856,0.23079575053108203,-0.23364354310324575,4.875693315125227
3.3468998786826636,0.22409592136871181,-0.23242834266678208,4.865552688198935
3.3309210427339666,0.21793469653053124,-0.2307365483727393,4.855781552164761
3.31580808431254,0.21227144858835634,-0.228613739845725,4.846355087280454
3.3014961824626323,0.20706819387299089,-0.22610237013898338,4.837250106541834
3.2879248010088684,0.20228942950994985,-0.22324206666678822,4.828444964526849
3.2750371550741644,0.197901940654138,-0.22006972766767297,4.819919255734739
3.262779739085337,0.1938746724160182,-0.21661937640316478,4.811653498471959
3.251102241979293,0.19017865093094902,-0.21292241510009247,4.803629182799159
3.2399577820265244,0.18678696914041795,-0.20900769502758582,4.795828954722654
3.229302887319445,0.1836746647137996,-0.20490156525427758,4.788236619677916
3.219096814958226,0.18081843867422928,-0.20062835113746255,4.780836853038467
3.2093013506141723,0.17819653222645032,-0.1962109557097412,4.773615263286462
3.1998813133917197,0.17578888004289236,-0.19167081045802656,4.766558720993864
3.1908046481988492,0.17357712234925834,-0.18702743192553703,4.759655306238831
3.1820418716650467,0.17154437048063062,-0.18229826403093857,4.752893933049299
3.173565644228279,0.1696750115795523,-0.1774989681178767,4.746264187497081
3.165350314070362,0.1679545166271706,-0.172643952925591,4.739756207922178
3.1573715736240264,0.16636931739130179,-0.1677467881652357,4.733360589381586
3.149606600176435,0.16490675289297713,-0.16282018211554178,4.727068462194279
3.1420343413866094,0.16355509806581278,-0.15787545859962415,4.720871530691989
3.134635650830535,0.16230367811049362,-0.15292237936402364,4.714762116812772
3.127392883083682,0.1611427372500873,-0.14796952431838745,4.708733006923021
3.120289291153466,0.1600631202154966,-0.1430248469475554,4.702777240756949
3.1133087311378573,0.1590561795253358,-0.13809579577636413,4.696887986724231
3.1064363650041367,0.15811394140112633,-0.1331895002487209,4.691059060786349
