PC1,PC2,PC3,k
-3.557800593258583,1.7627741335239804,0.7194366325915605,5.388762578694872
-3.576341956063277,1.7003706886001337,0.6619519695782572,5.355880850412405
-3.592984875168785,1.640636998160703,0.6072860422027138,5.324218433123807
-3.607873621136882,1.5835567543076443,0.5554098123422682,5.293808996565183
-3.621137398064267,1.5290933811787155,0.5062794186784706,5.26466603641912
-3.632892585423318,1.4771940780088846,0.4598384298399174,5.236786733991963
-3.6432446478677676,1.4277933320617864,0.41601990571719294,5.210155263542733
-3.652289795566098,1.3808157719013836,0.37474831939544023,5.184745644471253
-3.660116265502551,1.3361782911261026,0.3359412860047593,5.160524021991857
-3.6668051486235695,1.2937917473726066,0.29951098675289545,5.137450412819171
-3.6724313582844332,1.2535629079112518,0.265365407202907,5.115480495143228
-3.6770647952896502,1.2153965022025364,0.2334095136300794,5.094567337003299
-3.680771059636855,1.1791966896692656,0.20354635986997147,5.074662520573436
-3.6836117140352127,1.1448678730195285,0.175678159421511,5.055716840144084
-3.6856445358469005,1.1123154158612796,0.14970716118824956,5.037680890161369
-3.6869238785685434,1.0814463871402704,0.12553630158564452,5.020505611028002
-3.687501017731932,1.0521701152164114,0.10306975519382418,5.004142782476452
-3.6874244878812115,1.0243986156159388,0.08221339361373352,4.98854542738449
-3.686740106203223,0.998046813884323,0.06287511152513667,4.973667968232499
-3.685490893984025,0.9730325763303317,0.044965174489378174,4.959466313927388
-3.683717370825057,0.9492769501508361,0.028396625285697894,4.945898214813192
-3.6814580745530807,0.9267045581396048,0.013085650074127658,4.932923589412445
-3.678749653763828,0.9052436177536286,-0.0010482529954525018,4.92050438279654
-3.675626794224276,0.8848260632724961,-0.014082170694272686,4.90860457717856
-3.6721221879050088,0.8653878668330194,-0.026089643385899423,4.897190321918504
-3.668266455096821,0.8468689734846221,-0.03714064268210044,4.886229844213387
-3.6640883683635828,0.8292128642731794,-0.04730154333457149,4.875693315125227
-3.659615047731422,0.8123662677571875,-0.056635158762020424,4.865552688198935
-3.6548717604161545,0.7962789535140663,-0.06520088171096794,4.855781552164761
-3.649881972165943,0.7809035933654657,-0.0730547675078952,4.846355087280454
-3.6446676479355453,0.766195759742204,-0.08024948206644379,4.837250106541834
-3.639249373418967,0.7521138704774089,-0.08683429564075086,4.828444964526849
-3.63364618933582,0.738618845114465,-0.09285525420509678,4.819919255734739
-3.6278753008725304,0.7256736507725334,-0.0983554579710576,4.811653498471959
-3.621952216791515,0.7132433707062912,-0.1033753277388628,4.803629182799159
-3.615891090031457,0.7012952461589901,-0.10795261840441435,4.795828954722654
-3.6097050045718753,0.6897984606607459,-0.11212233581629362,4.788236619677916
-3.603405913759761,0.6787239869436659,-0.11591695436616341,4.780836853038467
-3.5970048058555126,0.6680449116169459,-0.11936668997944916,4.773615263286462
-3.5905119445211877,0.6577367246171636,-0.12249958069415459,4.766558720993864
-3.583936876733129,0.6477768936013354,-0.1253414770946907,4.759655306238831
-3.5772883011397725,0.6381441671983197,-0.12791622051352658,4.752893933049299
-3.57057407606153,0.628818416872234,-0.1302459509985749,4.746264187497081
-3.5638012258048164,0.619780731307489,-0.13235141804372685,4.739756207922178
-3.5569758934543074,0.6110135531258283,-0.1342521606710359,4.733360589381586
-3.550103643085166,0.6025005484453022,-0.13596634501922825,4.727068462194279
-3.543189650791299,0.5942261483399558,-0.13751058726734122,4.720871530691989
-3.5362385592061703,0.5861756172857568,-0.13890002713347627,4.714762116812772
-3.5292543673525696,0.5783351406267787,-0.14014844628269102,4.708733006923021
-3.522240572389197,0.570691668803815,-0.14126848568871522,4.702777240756949
-3.51520005826872,0.5632328147596619,-0.142271960324577,4.696887986724231
-3.5081355915753507,0.5559474171490112,-0.14316988707881945,4.691059060786349
-3.5010503335317202,0.5488258792122743,-0.14397236045518594,4.685285265966733
-3.493947333660525,0.5418596057578281,-0.14468847139906066,4.679561967738851
-3.4868288047860725,0.5350399605733197,-0.14532623434141745,4.673884423153011
-3.479695821825874,0.5283579109084499,-0.1458928420661174,4.668247381545463
-3.4725486940549914,0.5218043840434052,-0.14639511196624327,4.662645374092793
-3.465387537129598,0.515370411754958,-0.14683959184938683,4.657073081487045
-3.4582122718456345,0.5090471955240083,-0.14723263987764823,4.651525460796208
-3.4510226949266287,0.5028265206415125,-0.14758032242312052,4.645997938355579
-3.4438188331103277,0.4967012045864794,-0.14788805670301308,4.640486644151995
-3.436600862125178,0.49066497418378796,-0.14816057369872035,4.63498832869074
-3.429369215933753,0.48471256604223706,-0.1484020643943919,4.629500416474206
-3.422124778129227,0.4788396977231459,-0.1486161178665092,4.624020863816114
-3.4148681834037027,0.4730423486643568,-0.14880580833852367,4.618547416405391
-3.407599402883368,0.46731635346572215,-0.14897389086364266,4.613077347640917
