TSNE1,TSNE2,TSNE3,k
-11.219173,11.984942,4.0115123,4.207631059297876
-11.32659,11.869774,4.0473742,4.200954932707525
-11.426468,11.752994,4.08002,4.194265024832178
-11.535437,11.632287,4.1177483,4.187561823808103
-11.635444,11.520793,4.1514854,4.18084571015911
-11.733685,11.399077,4.183744,4.174117270167072
-11.822216,11.286536,4.2069163,4.167377249749007
-11.918954,11.160203,4.241534,4.160626454810064
-12.017459,11.0370655,4.2741504,4.153865883781306
-12.111059,10.905562,4.303008,4.14709696321018
-12.213112,10.782092,4.33763,4.140321353085318
-12.300863,10.654153,4.362538,4.133539933550089
-12.385947,10.532054,4.3936563,4.12675275183127
-12.4703,10.395703,4.41714,4.119959881775576
-12.558949,10.263774,4.44568,4.113161977879469
-12.642216,10.139365,4.4715333,4.106360157259218
-12.72425,10.001869,4.494757,4.099554828179398
-12.804819,9.866526,4.5191364,4.092745554337569
-12.883624,9.728043,4.5417743,4.08593196795279
-12.959016,9.588845,4.56261,4.07911407743293
-13.029496,9.447957,4.5823197,4.07229195825523
-13.100641,9.313648,4.5993876,4.065465534847278
-13.170353,9.168818,4.61738,4.058634454435651
-13.237652,9.03108,4.6348324,4.051797868987035
-13.309004,8.886337,4.651454,4.04495534719375
-13.372442,8.742973,4.665301,4.03810688741023
-13.436533,8.599899,4.678842,4.031252644939024
-13.494246,8.4495,4.6907105,4.024392732368139
-13.554919,8.304637,4.7021585,4.017526685217994
-13.611792,8.160401,4.713003,4.010653871560725
-13.665364,8.007675,4.717842,4.003773302741228
-13.717433,7.858089,4.7249413,3.996884349190046
-13.769676,7.7045984,4.732491,3.989987182925772
-13.808722,7.5539174,4.7370696,3.983082783462472
-13.861625,7.4098926,4.740021,3.976172073935279
-13.905392,7.251724,4.7399473,3.969254897930249
-13.938421,7.0975957,4.7409253,3.962330966483623
-13.985658,6.9414353,4.741224,3.955400169734685
-14.024569,6.7844896,4.7402787,3.948462751364494
-14.056313,6.6320524,4.7382455,3.941519137713135
-14.089982,6.4756784,4.7318807,3.9345701146778
-14.119552,6.3193846,4.727576,3.927616984710477
-14.152625,6.161355,4.720304,3.92066104065478
-14.177444,5.9970055,4.7119894,3.913702920339286
-14.196912,5.8438725,4.7005,3.906742244604886
-14.225821,5.6903934,4.6926284,3.899778889948102
-14.247796,5.5266776,4.68209,3.892813197806387
-14.265093,5.376328,4.670527,3.885844900801578
-14.286282,5.211208,4.6568627,3.8788729146197
-14.29447,5.054103,4.6447897,3.871896637326373
-14.31548,4.8937917,4.6287737,3.864916851069516
-14.32946,4.729196,4.6126523,3.857934744180095
-14.340113,4.568999,4.59596,3.850951249001297
-14.3482485,4.405553,4.577645,3.843966443628184
-14.355885,4.24,4.5595045,3.836980174022302
-14.362702,4.0902543,4.5409584,3.829992172599264
-14.367268,3.9228728,4.519378,3.823002048628188
-14.369379,3.7645571,4.4977813,3.816010078433333
-14.371293,3.6028419,4.475905,3.809017640703861
-14.372146,3.4392893,4.455256,3.802026283186598
-14.371767,3.2839522,4.431365,3.795036144638656
-14.367891,3.1144664,4.4039116,3.788046592727522
-14.363498,2.9509585,4.3781815,3.781057970888741
-14.35794,2.7871764,4.351933,3.774070386151491
-14.3516655,2.620497,4.324318,3.76708318258238
-14.343162,2.4625466,4.2991166,3.760095465217243
-14.334559,2.297256,4.2677054,3.75310665840205
-14.323369,2.1338942,4.2386036,3.746116555137101
-14.312532,1.9738553,4.207971,3.739124664447506
-14.300289,1.8036062,4.1759477,3.732130340194282
-14.286912,1.6413609,4.1442103,3.725133443167286
-14.27385,1.4826769,4.112154,3.718134209464863
-14.258601,1.3121016,4.077928,3.711132506496002
-14.241636,1.1490145,4.042166,3.704128238443423
-14.222969,0.9784159,4.0057898,3.697121723682412
-14.2044325,0.81843126,3.9716563,3.690113331106414
-14.187138,0.6566576,3.9361873,3.683103999762462
-14.168036,0.49184805,3.897792,3.67609424103387
-14.148443,0.32324344,3.8559086,3.669083749118143
-14.127602,0.15576777,3.8197627,3.66207322135436
-14.107997,-0.008722336,3.77861,3.655063705575189
-14.085585,-0.17953704,3.7341857,3.648055834684293
-14.062348,-0.34693068,3.6910567,3.641050331061427
-14.037331,-0.5163999,3.6471438,3.634048027763716
-14.011461,-0.6899204,3.6009545,3.627049256711414
-13.986179,-0.84902674,3.5564098,3.620054866241786
-13.960447,-1.0181788,3.5073855,3.61306593771906
-13.932065,-1.179773,3.460058,3.606081894015056
-13.905413,-1.3480332,3.4090426,3.599101509217976
-13.8736105,-1.5210053,3.3546796,3.592123981074472
-13.844356,-1.6809607,3.3045015,3.58514866171869
-13.810429,-1.8524699,3.248194,3.578175235927247
-13.779058,-2.017374,3.1883588,3.5712039083406
-13.7417345,-2.185461,3.1276605,3.564234976581408
-13.704565,-2.3553095,3.0639145,3.557268773196724
-13.670013,-2.5154903,3.003261,3.550305258441568
-13.634014,-2.6765838,2.9392269,3.543344158015466
-13.595449,-2.8411374,2.8693728,3.536384461772036
-13.552598,-3.0106478,2.7985647,3.529424552765551
-13.512738,-3.1714702,2.7268503,3.522463699569963
-13.473795,-3.3381064,2.6545405,3.515502866268603
-13.432172,-3.4969876,2.581018,3.508543900854551
-13.389268,-3.6598585,2.50115,3.501588591948956
-13.344915,-3.8206651,2.421817,3.494638653803309
-13.296779,-3.9793298,2.3400803,3.487694947894559
-13.24997,-4.1425757,2.2531877,3.48075754711164
-13.204103,-4.2999477,2.1671607,3.473825626132138
-13.156271,-4.453649,2.0780659,3.466897704156345
-13.108563,-4.609888,1.9886531,3.459972322328044
-13.056448,-4.771929,1.8947196,3.453048479449771
-13.006625,-4.925779,1.7984046,3.446125718751717
-12.955376,-5.0817256,1.7008369,3.439203879603835
-12.903936,-5.233096,1.6018845,3.432282791885086
-12.8519535,-5.3795204,1.5014352,3.425361851565002
-12.799557,-5.5217056,1.4011987,3.41844070609628
-12.743688,-5.6670527,1.2947481,3.411519088121775
-12.685784,-5.8109636,1.1804456,3.404596930520778
-12.629625,-5.957317,1.0674295,3.397674809095578
-12.571294,-6.097922,0.95323795,3.390753597215021
-12.515416,-6.2309833,0.8394311,3.383833599828101
-12.452546,-6.3700094,0.7191242,3.376915486862294
-12.392416,-6.50321,0.5994183,3.370000394662328
-12.334233,-6.6363945,0.47357985,3.363088971801758
-12.273267,-6.7657943,0.35005704,3.356181458299931
-12.2103405,-6.895324,0.21857357,3.349278003317896
-12.146044,-7.0254602,0.08841233,3.342378845125628
-12.086535,-7.139609,-0.033497375,3.335484235099789
-12.021553,-7.264169,-0.16879451,3.328594566341437
-11.955654,-7.38876,-0.3040818,3.321710908799642
-11.894865,-7.51109,-0.43988544,3.314834277053199
-11.831985,-7.625385,-0.57310164,3.307964524975776
-11.768133,-7.73366,-0.7055073,3.301101204740742
-11.702424,-7.845618,-0.8455903,3.294244017171662
-11.634747,-7.9587407,-0.9895272,3.287391779001532
-11.564502,-8.068916,-1.1381624,3.280542027122041
-11.494158,-8.174512,-1.2872522,3.273692336939959
-11.421739,-8.274155,-1.4245408,3.266841387383425
-11.350714,-8.376018,-1.5812731,3.259988629841816
-11.277439,-8.472208,-1.7316086,3.253132979928736
-11.202509,-8.565438,-1.8837341,3.246273535331123
-11.126457,-8.656598,-2.0358028,3.239410751612212
-11.049684,-8.743414,-2.189051,3.232545224461231
-10.968908,-8.833782,-2.3486822,3.225677131580981
-10.892023,-8.91564,-2.4998546,3.218806541746362
-10.809024,-8.996338,-2.659509,3.21193444250788
-10.725427,-9.075847,-2.8193233,3.205062959840661
-10.641046,-9.152021,-2.977887,3.198193957679785
-10.556634,-9.224331,-3.1363316,3.191329382609915
-10.47142,-9.294606,-3.293154,3.18447034551046
-10.382512,-9.3591795,-3.4539957,3.177617186914616
-10.294784,-9.423156,-3.6104095,3.170770595785708
-10.204399,-9.485438,-3.769899,3.163930245463127
-10.112361,-9.54653,-3.9308972,3.157096001632011
-10.021858,-9.603789,-4.0850525,3.150268250891666
-9.925934,-9.660265,-4.247606,3.14344649240006
-9.828289,-9.714577,-4.4099827,3.136629400142041
-9.732997,-9.764489,-4.5644164,3.129815493602668
-9.631609,-9.813288,-4.726307,3.123004186769974
-9.5294485,-9.860781,-4.8861303,3.116195878975209
-9.426066,-9.904474,-5.046483,3.109392240245272
-9.320369,-9.946548,-5.2061534,3.102595012845777
-9.213546,-9.979348,-5.3601203,3.095804508355718
-9.102997,-10.016944,-5.518276,3.089020020064596
-8.995502,-10.052612,-5.670052,3.082240235877598
-8.883963,-10.084566,-5.824238,3.075464732466262
-8.76487,-10.115622,-5.9850826,3.068693999720134
-8.645783,-10.142968,-6.1426086,3.061927007180622
-8.527217,-10.168421,-6.295021,3.055162215944287
-8.404454,-10.187951,-6.4485235,3.048398895270488
-8.277823,-10.206839,-6.601389,3.041636770007692
-8.150367,-10.223341,-6.753866,3.034875526390548
-8.020828,-10.236546,-6.902494,3.028115136622589
-7.889187,-10.249385,-7.0522194,3.021356438392867
-7.7608814,-10.260643,-7.193255,3.01460069127896
-7.630946,-10.26749,-7.3324795,3.007848703485179
-7.491935,-10.275102,-7.4777346,3.001100710867895
-7.351645,-10.280706,-7.620658,2.994355206997112
-7.2087293,-10.28441,-7.762344,2.98761097189309
-7.0637527,-10.27998,-7.8971715,2.980868591243611
-6.916307,-10.277817,-8.033489,2.974129002920979
-6.771876,-10.274309,-8.162677,2.967392469519463
-6.622532,-10.271757,-8.294552,2.960658519148272
-6.470649,-10.26266,-8.421107,2.953926667751566
-6.312656,-10.255014,-8.550026,2.947197065181299
-6.1633797,-10.243961,-8.666447,2.940470937000926
-6.0056233,-10.227673,-8.781411,2.933750512900612
-5.845332,-10.211587,-8.89871,2.927037832671439
-5.6817493,-10.194063,-9.01284,2.920333341344347
-5.514582,-10.176792,-9.12634,2.913636534480787
-5.349985,-10.156494,-9.229408,2.90694560942299
-5.1838655,-10.133647,-9.328792,2.900258002666919
-5.017663,-10.107146,-9.4293785,2.893571414070336
-4.8471103,-10.081698,-9.525637,2.886883468160562
-4.670191,-10.053731,-9.620098,2.880192231256117
-4.4951887,-10.028873,-9.711273,2.873496831487154
-4.320513,-9.992897,-9.792445,2.866796275769413
-4.1428876,-9.961751,-9.874527,2.860089758157186
-3.9653575,-9.9283495,-9.9512205,2.853377785931553
-3.7825804,-9.896532,-10.027854,2.846661067629998
-3.6001048,-9.859364,-10.096218,2.839940501846736
-3.4162705,-9.819581,-10.160178,2.833217322733977
-3.2287035,-9.778955,-10.22146,2.826492064126772
-3.0457463,-9.738079,-10.275863,2.81976542430249
-2.8606308,-9.695813,-10.327823,2.81303785319933
-2.66978,-9.653262,-10.3770895,2.806308281344659
-2.4741256,-9.607802,-10.422072,2.799576797207833
-2.2846787,-9.564001,-10.461564,2.792843769631263
-2.0992293,-9.520438,-10.496564,2.786109260233973
-1.9073582,-9.475247,-10.528853,2.779374519938055
-1.7140218,-9.428793,-10.553792,2.772640862274442
-1.5159329,-9.37966,-10.575772,2.765907943649755
-1.3239063,-9.33057,-10.591842,2.759174713354694
-1.1313715,-9.280607,-10.603943,2.752439663116089
-0.9318649,-9.228708,-10.609565,2.745702068642208
-0.73412085,-9.175421,-10.611319,2.73896262062241
-0.5436179,-9.120866,-10.607442,2.732222267895255
-0.34711033,-9.0678425,-10.600171,2.725482395381809
-0.14471991,-9.013347,-10.588297,2.718743806489344
0.05191132,-8.959982,-10.571523,2.712006621637655
0.24239308,-8.906593,-10.551296,2.705271757054815
0.43722555,-8.852193,-10.524953,2.698540447267761
0.632116,-8.797321,-10.493843,2.691813489145758
0.82719016,-8.742121,-10.459572,2.685090138831367
1.0245544,-8.685867,-10.418293,2.678369318481486
1.2154438,-8.630483,-10.373385,2.671650285002216
1.402721,-8.574634,-10.325617,2.664933752294106
1.5909449,-8.517652,-10.26788,2.658221248423414
1.7822918,-8.460249,-10.209855,2.651513372177941
1.9653134,-8.405212,-10.147673,2.64480895445543
2.152109,-8.349272,-10.079523,2.63810623751702
2.3385146,-8.292219,-10.005559,2.631404821875465
2.526971,-8.234173,-9.9276495,2.624705264328243
2.703967,-8.1772375,-9.846865,2.618007862633247
2.8835206,-8.120118,-9.759675,2.611313209255688
3.0588336,-8.065081,-9.671362,2.604622741742478
3.2350845,-8.009308,-9.576982,2.597937883793236
3.4073212,-7.9538293,-9.4776945,2.591259053119706
3.5787182,-7.899353,-9.374144,2.584585988133464
3.7508023,-7.844183,-9.264838,2.577918177238467
3.9197035,-7.790767,-9.153384,2.571255555218497
4.0825953,-7.7414274,-9.038746,2.564599309770697
4.246597,-7.6894445,-8.916627,2.557950837228768
4.402555,-7.640171,-8.794754,2.55130922368111
4.561126,-7.5890074,-8.662723,2.544671447127184
4.716466,-7.5385857,-8.527018,2.538034974005086
4.8657117,-7.4894986,-8.388479,2.531399525000697
5.010493,-7.441378,-8.247903,2.524766382915498
5.156528,-7.394648,-8.094826,2.51813703998052
5.2939095,-7.3512506,-7.9450655,2.51151331794286
5.430484,-7.307992,-7.789272,2.504896229862667
5.561506,-7.2680516,-7.632584,2.498285832477962
5.690166,-7.228391,-7.467644,2.491682425726149
5.811337,-7.1906724,-7.3031616,2.485087323478361
5.933515,-7.153232,-7.1303906,2.478500879169509
6.054057,-7.1175704,-6.9534893,2.471922342592803
6.1627164,-7.0867167,-6.77953,2.465350608623832
6.269913,-7.057149,-6.5993953,2.458784675655017
6.3720984,-7.028511,-6.414951,2.452224058927149
6.4694753,-7.0028687,-6.2272043,2.445669053089876
6.5646896,-6.979493,-6.036841,2.439119736437635
6.6509204,-6.9600425,-5.849488,2.432575429558224
6.7367196,-6.942713,-5.6546774,2.426034579396867
6.8175573,-6.9273653,-5.455362,2.419497367826052
6.892504,-6.913799,-5.2525206,2.412965046783502
6.957917,-6.9048038,-5.0623884,2.406437272478284
7.022366,-6.898389,-4.8573933,2.399914813264393
7.0860634,-6.896418,-4.6486406,2.393397926246867
7.1402044,-6.896219,-4.442869,2.386885276709466
7.1889935,-6.897606,-4.2356915,2.380376557683483
7.23179,-6.902652,-4.027909,2.373871443884261
7.2694674,-6.911284,-3.8153815,2.367369734964037
7.3010144,-6.9204626,-3.5997932,2.360871706997089
7.3253875,-6.9326677,-3.388041,2.354378207516121
7.344376,-6.946328,-3.1724718,2.347890166429571
7.3554974,-6.963176,-2.9573224,2.341408266352738
7.360985,-6.9831653,-2.7431722,2.334931802174263
7.3586636,-7.0009594,-2.5308297,2.328459193912102
7.3515863,-7.0248337,-2.315317,2.321989355561228
7.338448,-7.052416,-2.1000395,2.315523019565674
7.319526,-7.0814767,-1.8905888,2.309060931186649
7.2942214,-7.113396,-1.6792666,2.302601978804373
7.2619185,-7.146431,-1.4645733,2.296145821549388
7.2249937,-7.1827707,-1.2533698,2.289694173476071
7.180662,-7.2211213,-1.0410488,2.283247482505403
7.129933,-7.2599845,-0.83267605,2.276802962668803
7.0717964,-7.300108,-0.62499875,2.270357501674267
7.0068636,-7.3421774,-0.41670182,2.263909684836049
6.940372,-7.385126,-0.21646202,2.25745982823554
6.8632183,-7.4303656,-0.013525223,2.251008262343441
6.7800903,-7.472951,0.18661502,2.244554372272431
6.692359,-7.518809,0.38208276,2.238097446681317
6.601654,-7.565057,0.5732386,2.231637354598644
6.5014234,-7.615719,0.7693831,2.225174103041348
6.3971715,-7.6614914,0.9588252,2.218708752107106
6.288249,-7.7101574,1.146377,2.21224232345179
6.1766996,-7.755521,1.3259977,2.205774758372799
6.054565,-7.8053102,1.5129707,2.199307255700485
5.9262304,-7.850445,1.6931708,2.192842610531653
5.794404,-7.8942957,1.8704225,2.186383525622751
5.65509,-7.935874,2.0449934,2.179932172679222
5.5078664,-7.9762573,2.2198284,2.173488284804301
5.361479,-8.012455,2.3845038,2.167050336735358
5.208888,-8.04202,2.5446546,2.160617895218195
5.0537324,-8.075443,2.7060614,2.154191328000255
4.8975787,-8.104944,2.856457,2.147771126399238
4.732222,-8.13348,3.0121796,2.141357557249921
4.5625772,-8.157658,3.1634865,2.134950173897103
4.39135,-8.179332,3.3110316,2.128549330536334
4.216626,-8.19506,3.4546409,2.122156063166106
4.042296,-8.208633,3.5932539,2.115771594635748
3.8599973,-8.217378,3.7319999,2.109397085785039
3.676437,-8.221317,3.8648014,2.103032670288879
3.4895458,-8.221816,3.9968576,2.09667873186435
3.3020868,-8.216734,4.121962,2.090336495257832
3.1099744,-8.205213,4.2464075,2.08400656456455
2.9155896,-8.189098,4.368838,2.077687056017167
2.7216072,-8.169739,4.487846,2.071374919793746
2.5271444,-8.145668,4.6032195,2.065069127851547
2.3374207,-8.117926,4.71539,2.058770273463384
2.1365697,-8.083752,4.8302617,2.05247858542183
1.937464,-8.0395775,4.9383225,2.04619278204995
1.7379507,-7.989775,5.0441236,2.039911077788238
1.5400456,-7.93223,5.1454597,2.033633732858108
1.3431118,-7.8712983,5.242501,2.027362057961702
1.1440539,-7.805356,5.3446956,2.021096296148031
0.94664633,-7.731437,5.439656,2.014835776369889
0.7569992,-7.6555514,5.5305796,2.008579945927427
0.5599552,-7.57538,5.6258087,2.002329049243991
0.37072843,-7.4874268,5.717275,1.996083479746845
0.17883606,-7.39553,5.809517,1.989842099675637
-0.0012773054,-7.2972007,5.896189,1.983603849757692
-0.18816185,-7.185113,5.9860473,1.977369649994831
-0.36831394,-7.071865,6.069187,1.971141481446714
-0.5468272,-6.9521413,6.1533537,1.96492039338998
-0.7207887,-6.8277187,6.236942,1.958705268497838
-0.8902973,-6.6948857,6.3161917,1.952494662277899
-1.0521436,-6.564742,6.3982496,1.946287378414689
-1.2105238,-6.4335113,6.487474,1.940083632282383
-1.3732667,-6.2867713,6.572237,1.933884916983702
-1.5206784,-6.1448364,6.6530633,1.927692152771602
-1.6688683,-5.98473,6.7380166,1.921504955133039
-1.811501,-5.824894,6.8208947,1.915322863469173
-1.9494357,-5.660363,6.9033594,1.909145751241077
-2.0807612,-5.4954114,6.9876504,1.902973706555858
-2.2038343,-5.3268437,7.069906,1.89680670337301
-2.3218544,-5.1539683,7.1525073,1.89064517559781
-2.4327142,-4.976711,7.2348084,1.884489758169534
-2.5444818,-4.7899594,7.324697,1.878340094579461
-2.639254,-4.6069536,7.406685,1.872195220888072
-2.7326317,-4.4192133,7.494486,1.866053572634256
-2.8192031,-4.2369967,7.581746,1.859915231106089
-2.901154,-4.0420876,7.672345,1.853782321355508
-2.9754157,-3.849465,7.764348,1.847657141955586
-3.0411687,-3.6550074,7.8542175,1.841540724125163
-3.1012235,-3.4563518,7.944674,1.83543233006978
-3.1486955,-3.2563584,8.037152,1.829330469408893
-3.1946714,-3.0522933,8.132456,1.823233986272887
-3.2287745,-2.841491,8.223402,1.817143128629441
-3.2582507,-2.6410275,8.3157,1.811059640472989
-3.2786365,-2.4353561,8.411122,1.804984679309078
-3.2934723,-2.2271435,8.508886,1.798917877643042
-3.2998836,-2.0268898,8.605682,1.792858227434632
-3.2986257,-1.8138618,8.703816,1.786804226290609
-3.2902029,-1.6151085,8.801642,1.780754354656835
-3.274136,-1.4118973,8.901396,1.774708305003934
-3.2497044,-1.2108712,9.003231,1.768667486494527
-3.218462,-1.0030586,9.106662,1.762633551418844
-3.1769583,-0.80540204,9.207888,1.756607283580011
-3.127948,-0.6024374,9.309265,1.750588351248887
-3.0714872,-0.4017623,9.40878,1.744575467215163
-3.008322,-0.20872325,9.504564,1.738567887848462
-2.9372594,-0.013775139,9.602884,1.732565857789194
-2.8604128,0.17203297,9.69831,1.726571060898504
-2.7812052,0.35649386,9.797027,1.720585621450105
-2.6895106,0.5420608,9.90012,1.714609780892834
-2.5946167,0.7201587,9.99826,1.708642854507887
-2.4883456,0.89830637,10.097402,1.702683566077799
-2.376916,1.0776292,10.192364,1.696730473394048
-2.261579,1.2438738,10.283456,1.690782739896072
-2.1360815,1.4145473,10.379315,1.684840067136138
-2.0083349,1.5764818,10.471959,1.678902798002261
-1.871214,1.7411184,10.568489,1.672970849016585
-1.7318383,1.8934507,10.658922,1.667044351645969
-1.5850083,2.0445144,10.74941,1.661123917085464
-1.4330797,2.1893125,10.836739,1.655209515327652
-1.2780851,2.3305852,10.923362,1.649300759832846
-1.1101019,2.4763722,11.011339,1.643398896240144
-0.94388115,2.6084497,11.092389,1.637504906035098
-0.7704047,2.7381701,11.17281,1.631619001449747
-0.59064907,2.8642428,11.249809,1.625741907318366
-0.40644702,2.9889076,11.322883,1.619873790085462
-0.21980777,3.103421,11.394869,1.614014103177935
-0.025671523,3.2132275,11.454037,1.608162591048049
0.16892451,3.3153148,11.516586,1.602319984681809
0.36894327,3.4153671,11.576705,1.596486679612218
0.56606257,3.5093439,11.633351,1.59066295427603
0.7710302,3.598269,11.686669,1.584850095783001
0.98260206,3.6822026,11.736608,1.579048687048632
1.1938195,3.7591767,11.783811,1.573257712690726
1.406858,3.8335893,11.824955,1.567475903287557
1.6248426,3.9044006,11.860741,1.561702506214459
1.8425229,3.968705,11.888104,1.555937170025126
2.0641854,4.027196,11.914861,1.550180182817712
2.2905815,4.0823774,11.9331,1.544432168765036
