y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau
0.2668213807252695,58.56166977488628,15.09297723945128,0.03971647963156837,-0.0001280490694825807,-1.16951140952464,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2784602229196816,61.11615034648999,15.19202880722705,0.03787170932901442,-0.0001814506729728781,-1.181809249204546,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2903071335151914,63.71629754706679,15.28828823517144,0.03620155068972382,-0.0002395117562513277,-1.19262971740249,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3023586962514291,66.36136157946363,15.38199635690272,0.03468080467326615,-0.0002997466511831036,-1.202119305057153,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3146114358530614,69.05057969398675,15.47335649600821,0.0332883349210086,-0.0003598722776337404,-1.210416307786663,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.327061819031947,71.78317640835358,15.56254138655709,0.03200710548876737,-0.000418600938158904,-1.217649277816686,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3397062555060204,74.55836373131645,15.64969791992514,0.03082200541384919,-0.0004758861951487451,-1.223936983173652,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3525410990346119,77.37534138989331,15.73494852713491,0.02971990525059609,-0.000532865816194969,-1.229388680399703,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3655626484699042,80.23329706014039,15.81839632136665,0.02869082335078616,-0.0005911104562360016,-1.23410462896329,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3787671488242206,83.13140660139955,15.90013011279829,0.02772639739008648,-0.0006507947100789199,-1.238175628065533,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.392150792352842,86.06883429395363,15.98022573461806,0.02681908302962827,-0.0007104653762197288,-1.241683049186902,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4057097196520344,89.04473308002042,16.05874737219453,0.02596242231746564,-0.0007686907647800711,-1.244699424072932,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4194400207719746,92.05824480801644,16.13574986338059,0.02515132919879677,-0.000824728289715794,-1.247290446227969,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4333377363442519,95.10850048001971,16.21128232588178,0.02438230603707907,-0.0008770044445051741,-1.249515893917276,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4473988587236192,98.19462050236014,16.28539114034813,0.02365258608991561,-0.000923527378319452,-1.251428554387011,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4616193331436672,101.3157149392656,16.35812016814797,0.02295934959821812,-0.0009620439880476928,-1.253074139750653,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4759950588860857,104.4708837694901,16.42950968493778,0.02229956864865757,-0.0009911314343266245,-1.254492681736164,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4905218904631763,107.6592171458506,16.49959570133052,0.0216704718783916,-0.001011559390468698,-1.255720025242124,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5051956388132749,110.8797956575968,16.56841101852078,0.02106983875772354,-0.001025244672385635,-1.256788735018544,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
