y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau,u'u',v'v',w'w',u'v',u'w',v'w',k,u'p',v'p',w'p'
0.80676225239771,74.95832738649642,15.55915070563738,0.0339329490076894,-0.0028615017130016,-1.273731065815127,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.733471361063664,1.273731065815127,1.8029957050892,-0.966002379564492,-0.0004783591492782,-0.0001033537019867,3.405099065983995,0.2276969137762135,-0.0382893326073639,-5.948416144555687e-05
0.8322630716454701,77.32767319081047,15.63892100245914,0.0334170309042608,-0.0030130322746423,-1.278573326981078,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.70756977233536,1.278573326981078,1.798360210233707,-0.9665153719471222,-0.0004758930094677,-9.459444545632762e-05,3.392251654775072,0.1970397312573601,-0.0334178055102175,0.0002249830858585
0.8578769572227056,79.70752427461179,15.71791740792859,0.0329844933212469,-0.0031502546256949,-1.282627501857152,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.685683827971809,1.282627501857152,1.794300123454173,-0.9669444887725616,-0.0004559619600618,-8.387584222253602e-05,3.381305726641567,0.166479658300503,-0.0284473068244928,0.0005102592392526
0.8835866435931137,82.09627645312491,15.79627179868088,0.0326314508924334,-0.0032699585299659,-1.285939019542232,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.667647131195192,1.285939019542232,1.7908717793107,-0.967294266050124,-0.0004169870977773,-7.162613684373164e-05,3.372228965024061,0.1360244619115173,-0.0233935255828639,0.0007718974044795
0.9093748006440092,84.49231954161895,15.87411133821404,0.032354463380803,-0.0033700587655263,-1.288544586008955,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.653336831595423,1.288544586008955,1.78810909066503,-0.9675691593954824,-0.0003577317209452,-5.790917978304275e-05,3.364995254134704,0.1056694088409104,-0.0182708382511792,0.0009934637596606
0.9352240453680228,86.89403844078367,15.9515580262645,0.0321502047801313,-0.0034489485900796,-1.290473024690937,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.642675935753324,1.290473024690937,1.78603094479625,-0.9677732355691891,-0.0002766531990656,-4.272725305035718e-05,3.359589952620256,0.0754046564339972,-0.0130926191632994,0.0011680882241293
0.9611169535804548,89.29981422541864,16.02872905502877,0.0320161451297775,-0.003504389097926,-1.291746370776474,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.635606588496513,1.291746370776474,1.784647841624547,-0.967908369505794,-0.0001756627995731,-2.620074225725733e-05,3.356000400448767,0.0452130773378481,-0.0078729226206908,0.0012889709250039
0.9870360716643836,91.70802523570104,16.105737701945,0.0319500663472609,-0.0035332107855956,-1.292379463570976,3072,128,288,314.1592653589793,15.707963267948966,7,0.000666667,1.0, 1.000,0.0619417,92.913,3.632082397594192,1.292379463570976,1.783959654523608,-0.9679754580081366,-6.040700791891307e-05,-8.768417630420102e-06,3.354210757844388,0.0150662461288303,-0.0026272365339294,0.0013495668796064
0.0,0.0,0.0,1.0,0.0,0.0,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0, 1.000,0.0548697,219.479,0.0,0.0,1.117848457963202e-35,0.0,2.2668294712354368e-39,0.0,5.5892422898160093e-36,4.298671611580836e-20,0.0,4.189612581206921e-22
2.059765673623204e-05,0.0045207515553848,0.0045207515553317,0.999999999914279,1.197326112209808e-07,-7.403340326338147e-14,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0, 1.000,0.0548697,219.479,3.941949734025412e-06,7.403340326338147e-14,1.698965619540287e-06,-1.013506014778504e-10,-4.003981974643219e-10,-7.033199789495971e-15,2.820457713799551e-06,0.0006628142138834,-2.641155790844709e-07,2.012179718662368e-07
0.0001029823439926,0.0226024541404738,0.0226024540701283,0.9999999874698342,5.98628420093418e-07,-4.6000370517103006e-11,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0, 1.000,0.0548697,219.479,9.849405364452972e-05,4.6000370517103006e-11,4.227744592772591e-05,-1.2690851956173251e-08,-1.001131043294238e-08,-8.799754776689723e-13,7.038577278631306e-05,0.003313236795859,-6.569502353551855e-06,1.006070070879653e-06
0.0002883256182004,0.0632813966961708,0.0632813923007835,0.9999997213231152,1.676012209485048e-06,-2.790771844731325e-09,6144,192,768,314.1592653589793,15.707963267948966,7,0.00025,1.0, 1.000,0.0548697,219.479,0.0007713089806315,2.790771844731325e-09,0.0003280391566067,-2.796971577481122e-07,-7.85176611368731e-08,-1.934786441798517e-11,0.000549675464005,0.0092699466750771,-5.092527025392488e-05,2.816380172650155e-06
