y/delta,y^+,u'p',v'p',w'p',nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau
0.6570875421440694,61.05167037654428,0.4115620363570064,-0.06487825966801881,-0.001144418597858981,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.6815524627117115,63.32476820672129,0.3812396506915269,-0.06079947617401119,-0.001030487072797123,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.706232039017508,65.61781024604807,0.3506766199954517,-0.05656698038444501,-0.0008940814287996081,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.7311096353144395,67.9292508250691,0.3199729390185212,-0.05219212990668776,-0.0007375077736713254,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.7561684823762714,70.2575318724364,0.2892045414762822,-0.04768389783491865,-0.0005499330174322964,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.7813916888011762,72.60108396515768,0.2584300565241612,-0.04304783084552644,-0.0003225391135655652,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.80676225239771,74.95832738649642,0.2276969137762135,-0.03828933260736394,-5.948416144555687e-05,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.8322630716454701,77.32767319081047,0.1970397312573601,-0.03341780551021754,0.0002249830858585923,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.8578769572227056,79.70752427461179,0.166479658300503,-0.02844730682449285,0.0005102592392526675,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.8835866435931137,82.09627645312491,0.1360244619115173,-0.02339352558286399,0.000771897404479506,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.9093748006440092,84.49231954161895,0.1056694088409104,-0.01827083825117924,0.000993463759660649,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.9352240453680228,86.89403844078367,0.07540465643399726,-0.01309261916329946,0.001168088224129361,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.9611169535804548,89.29981422541864,0.04521307733784819,-0.007872922620690857,0.001288970925003999,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.9870360716643836,91.70802523570104,0.01506624612883031,-0.002627236533929446,0.00134956687960648,3072,128,288,100pi,5pi,7,6.66667e-04,1.000,(+/-) 1.000,6.19417e-02,92.913
0.0,0.0,4.298671611580836e-20,0.0,4.189612581206921e-22,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
2.059765673623204e-05,0.004520751555384802,0.0006628142138834919,-2.641155790844709e-07,2.012179718662368e-07,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.0001029823439926414,0.02260245414047382,0.003313236795859095,-6.569502353551855e-06,1.006070070879653e-06,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.000288325618200469,0.06328139669617082,0.009269946675077167,-5.092527025392488e-05,2.816380172650155e-06,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.000617769345912289,0.1355873518607302,0.01982383155589671,-0.0002292032926823976,6.029391994367122e-06,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.001132413839837088,0.2485409720794912,0.03617771622877535,-0.0007467470711237632,1.102592698694324e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.001873306006858533,0.4111511883446703,0.05931344258570538,-0.00195509828511705,1.814558153230041e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.002881427511453483,0.6324126123151812,0.08974409749304846,-0.004357384692592624,2.764555212697284e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.004177085301188321,0.9167821910103596,0.1265848204638229,-0.008488193760598114,3.947347719373409e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.005759905750861605,1.264177921572687,0.1674717877944348,-0.01473492454710815,5.331318076506221e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.007629432426981109,1.674499626470013,0.2093178935438686,-0.023274198458748,6.890030278416353e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.009785126219384543,2.147628982383531,0.2486643464764005,-0.03404013103994305,8.618715582306176e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.0122263654967012,2.683429554328328,0.2822257669596844,-0.04675114365448697,0.0001054936616909001,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.01495244628560999,3.281746834996754,0.3075171261095693,-0.06097571942311816,0.0001275955235494284,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.01796258247384253,3.942408289313313,0.3234129786687041,-0.07620709581750403,0.0001537328088476592,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.02125590603687155,4.665223404187998,0.3304747912421803,-0.09192000728892308,0.0001854930016543341,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.02483146728822128,5.449983743454135,0.3309166661404933,-0.1075971868069106,0.0002244902130000193,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.02868823515332564,6.296463007974501,0.328179508996292,-0.1227317935702868,0.0002718665434525169,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.03282509746685636,7.204417100898564,0.3262173891920404,-0.1368246171499219,0.0003277661904883158,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.03724086129343462,8.17358419805194,0.3287012383987374,-0.1493954438880664,0.0003909324749504924,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.04193425327163525,9.203684823438048,0.3383627517353047,-0.160017086332796,0.0004585810328243255,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.04690391998118171,10.2944219298297,0.3566322895999986,-0.1683654956950175,0.0005266776528449022,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.05214842833322808,11.44548098442774,0.3836091956052314,-0.1742689371247439,0.0005906022867559556,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.05766626598361557,12.65653005956216,0.4182963392843742,-0.1777382605732645,0.000645786023136919,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.06345584176898234,13.927219928409,0.4589738855039612,-0.1789676372133664,0.0006879773420780102,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.06951548616560277,15.25718416569592,0.503589091048887,-0.1783056948956808,0.0007135986434062942,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.07584345177082374,16.64603925336729,0.5500776245654783,-0.1762054835254033,0.0007202000434063809,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.08243791380695809,18.09338469117819,0.5965794482181337,-0.1731654896045738,0.000706562303770943,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.08929697064749043,19.59880311218551,0.6415525444636926,-0.1696734676473118,0.0006730297398119451,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.09641864436544412,21.16186040310295,0.6838082335042003,-0.1661613217479729,0.0006216660721425219,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1038008813037503,22.78210582948498,0.7224940920057719,-0.1629749388908608,0.0005547155854321038,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1114415526674554,24.45907216570389,0.757047727328093,-0.1603601142092995,0.0004732777233820844,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1193384551375956,26.19227582968237,0.7871394090480448,-0.1584630520524127,0.000378863735865048,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1274893115065617,27.98121702234264,0.8126131930605294,-0.1573414653943811,0.0002724129576799367,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1358917713347718,29.82537987173227,0.8334397425694563,-0.1569812680367018,0.0001530493381917093,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1445434116284596,31.72423258178446,0.8496854447353868,-0.1573147749756483,2.191800792783597e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1534417375383876,33.67722758567084,0.8614907543111744,-0.1582387693632829,-0.0001152021523147296,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1625841830792791,35.68380170370165,0.8690568770413521,-0.1596308464047497,-0.0002530285387867221,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1719681118697645,37.7433763057283,0.8726380245535443,-0.1613622322081988,-0.0003926505218474215,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1815908178926267,39.85535747800134,0.8725297981154636,-0.1633068402117977,-0.0005360230212116604,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.1914495262751283,42.0191361944357,0.8690506417878685,-0.1653459788759248,-0.0006752947028913477,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2015413940891936,44.23408849223378,0.8625295209956094,-0.1673705179875124,-0.0007961837706317679,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2118635111712157,46.49957565181599,0.853296446645782,-0.1692841466078288,-0.0008883185243440862,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2224129009612524,48.81494438100636,0.8416722032056758,-0.1710061045887381,-0.0009459918317190016,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2331865213613683,51.17952700342067,0.8279658217994982,-0.1724709113266912,-0.000960712135813915,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.244181265612876,53.59264165100237,0.8124791914482599,-0.1736275055970322,-0.0009227236540915388,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2553939631922236,56.05359246065102,0.7954966200678151,-0.1744384644078317,-0.0008308984611845185,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2668213807252695,58.56166977488628,0.7772768560829053,-0.1748799047514324,-0.0006938249363429104,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2784602229196816,61.11615034648999,0.7580559012699701,-0.1749387986525749,-0.0005234948959671417,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.2903071335151914,63.71629754706679,0.7380453365591093,-0.1746106370569796,-0.0003344016105603139,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3023586962514291,66.36136157946363,0.7174299488501134,-0.1738993551563517,-0.0001444408121727564,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3146114358530614,69.05057969398675,0.6963716492740567,-0.1728141730974776,3.4507155385755e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.327061819031947,71.78317640835358,0.675005166022282,-0.1713677458450908,0.0001975657698577229,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3397062555060204,74.55836373131645,0.6534465905908953,-0.1695760689162068,0.0003413396491272706,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3525410990346119,77.37534138989331,0.6318117464754124,-0.1674572828935938,0.0004665601172697979,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3655626484699042,80.23329706014039,0.6102065886614626,-0.1650305013821974,0.0005769734267720709,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.3787671488242206,83.13140660139955,0.5887184515146536,-0.1623167207839351,0.0006730295254011106,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.392150792352842,86.06883429395363,0.5674200477266421,-0.1593393699578204,0.0007468073153477016,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4057097196520344,89.04473308002042,0.5463700430555606,-0.1561229325557181,0.0007931585752361387,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4194400207719746,92.05824480801644,0.5256188726928532,-0.1526924142734057,0.0008163785740046361,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4333377363442519,95.10850048001971,0.5052049128148705,-0.1490716249740987,0.0008186660648540914,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4473988587236192,98.19462050236014,0.4851450032532981,-0.1452829399161497,0.0008004411981846798,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4616193331436672,101.3157149392656,0.4654451382323697,-0.1413477306479668,0.0007621185281891273,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4759950588860857,104.4708837694901,0.4461039663766224,-0.1372860990308168,0.0007079936341797405,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.4905218904631763,107.6592171458506,0.4271200541671563,-0.1331175964104173,0.000639878601056129,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5051956388132749,110.8797956575968,0.4085028522294643,-0.1288616309981876,0.0005549910095861739,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5200120725087398,114.1316905955393,0.3902638744654947,-0.1245360972998473,0.000463220136510901,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5349669189761566,117.4139642198585,0.3724097265030848,-0.1201565428928158,0.0003796901372996752,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5500558657284083,120.7256700305185,0.3549392329254122,-0.1157356365728729,0.0003107824906726067,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.5652745616082546,124.0658530402063,0.337845970916359,-0.1112848920919857,0.0002560872250708829,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.580618618043064,127.4335500497189,0.3211316688119621,-0.1068147177036089,0.0002070564825018927,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.596083610310333,130.8277899257185,0.3047970828675493,-0.1023333891040342,0.0001491139288763591,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.6116650788136313,134.2475938807752,0.2888398142963562,-0.0978477369973627,7.517540335754379e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.6273585303686036,137.6919757556172,0.2732595825117993,-0.0933645993419859,-1.543201328629399e-05,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.643159439498656,141.1599423035075,0.2580577716146658,-0.08889276946853449,-0.0001133231739531305,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
0.6590632497399551,144.6504934766624,0.2432337891891664,-0.0844421273668887,-0.0002026633833859413,6144,192,768,100pi,5pi,7,2.50000e-04,1.000,(+/-) 1.000,5.48697e-02,219.479
