Wall time,Step,val,train_total,train_pde,train_data
1713264909.225390,1547,0.8588247895240780,8.774774551391600,4.5011820793151900,4.273591995239260
1713264917.975970,3419,0.2675752639770510,2.819314956665040,1.6878790855407700,1.1314358711242700
1713264932.655990,6047,0.15382087230682400,1.5300947427749600,0.8306243419647220,0.6994704008102420
1713264944.8356900,8279,0.1266109198331830,0.6280955672264100,0.14820322394371000,0.4798923134803770
1713264945.68132,8459,0.1120857521891590,0.6350128650665280,0.24541789293289200,0.3895948827266690
1713264949.578800,9215,0.11761955916881600,3.7035036087036100,3.207137107849120,0.49636662006378200
1713264954.2841800,9863,0.12612518668174700,1.7416480779647800,1.1442443132400500,0.5974037051200870
1713264960.1123900,11123,0.07802150398492810,1.0603212118148800,0.7945336103439330,0.26578763127327000
1713264960.441450,11195,0.17717397212982200,12.481868743896500,11.588095664978000,0.8937720060348510
1713264961.794880,11483,0.0740709900856018,1.2015730142593400,0.9291694164276120,0.27240365743637100
1713264996.493090,17099,0.020462213084101700,0.09865322709083560,0.013266352005302900,0.08538687974214550
1713265017.233060,19331,0.02462584525346760,0.1377437710762020,0.015279311686754200,0.12246445566415800
1713265034.3979400,20879,0.01390842441469430,0.21877409517765000,0.04196356236934660,0.17681047320365900
1713265036.69311,21131,0.020330987870693200,0.7409378886222840,0.5528286099433900,0.18810917437076600
1713265047.631490,22859,0.011693068780005000,0.15565238893032100,0.019508909434080100,0.13614341616630600
1713265049.924550,23327,0.02254915051162240,0.15112243592739100,0.014118005521595500,0.13700443506240800
1713265062.787860,25739,0.016806507483124700,0.199497252702713,0.06749646365642550,0.13200077414512600
1713265064.195950,26027,0.12061206996440900,0.7521489262580870,0.43599867820739700,0.3161501884460450
1713265079.1706800,28907,0.005703087896108630,0.08495479077100750,0.05061999335885050,0.03433479368686680
1713265080.277540,29123,0.006979233585298060,0.06533469259738920,0.017581777647137600,0.04775291308760640
1713265086.000290,30131,0.0074465773068368400,0.15706400573253600,0.060881972312927200,0.09618203341960910
1713265122.012960,36539,0.03202720731496810,0.6756856441497800,0.051516398787498500,0.6241692304611210
1713265132.6151800,38411,0.019546695053577400,0.08782675862312320,0.0028371934313327100,0.08498957008123400
1713265139.501250,39779,0.00188348104711622,0.03223823383450510,0.008570334874093530,0.023667898029089000
1713265154.205420,42515,0.02201263979077340,0.5209804177284240,0.034584980458021200,0.4863955080509190
1713265176.476930,45431,0.01790972799062730,0.06751322746276860,0.006983548402786260,0.0605296827852726
1713265188.329610,47411,0.006066474132239820,0.14032131433486900,0.02427338808774950,0.11604791134595900
1713265188.850440,47519,0.002058860380202530,0.03679502755403520,0.020397745072841600,0.016397275030612900
1713265191.444000,48023,0.0015820637345314000,0.009233442135155200,0.0019804288167506500,0.007253015413880350
1713265192.152230,48167,0.0008500812691636380,0.009947005659341810,0.003894235473126170,0.006052770186215640
1713265200.97617,49895,0.004321657586842780,0.11701592057943300,0.02290063351392750,0.09411530941724780
1713265202.275600,50147,0.001006753882393240,0.004651786759495740,0.0006191727006807920,0.004032613709568980
1713265211.365550,51731,0.001158297760412100,0.01082436740398410,0.0009339756797999140,0.00989039521664381
1713265232.8801900,55907,0.0025302087888121600,0.008466288447380070,0.000886434456333518,0.007579853758215900
