Wall time,Step,train_total,val,train_pde,train_data
1713188640.881800,683,4.247829914093020,0.6395459175109860,0.051652051508426700,4.1961774826049800
1713188645.61796,1547,3.377220869064330,0.3205200731754300,0.10952183604240400,3.2676992416381800
1713188646.234120,1655,0.8480178713798520,0.1515016406774520,0.016838733106851600,0.8311790823936460
1713188651.564850,2591,0.8208377361297610,0.11345275491476100,0.05207547917962070,0.7687623500823980
1713188656.050630,3419,0.4903496205806730,0.10101962834596600,0.010867130942642700,0.4794824421405790
1713188668.559310,5723,1.2862852811813400,0.09363242983818050,0.146734818816185,1.1395504474639900
1713188670.2830800,6047,0.6450445652008060,0.06367431581020360,0.043517325073480600,0.6015273332595830
1713188682.3753000,8279,0.6895516514778140,0.07825703918933870,0.06034019961953160,0.62921142578125
1713188683.3843100,8459,0.6356745362281800,0.02512180060148240,0.0538472980260849,0.5818269848823550
1713188687.4423300,9215,0.41329047083854700,0.01847698725759980,0.030065307393670100,0.3832251727581020
1713188691.092710,9863,0.5672814846038820,0.0816112533211708,0.07439836859703060,0.4928831458091740
1713188698.281860,11123,0.12986212968826300,0.033670924603939100,0.008233471773564820,0.12162865698337600
1713188698.677930,11195,0.1451519876718520,0.049250632524490400,0.007849130779504780,0.13730283081531500
1713188700.1895200,11483,0.39079558849334700,0.1199415773153310,0.021103333681821800,0.36969220638275100
1713188720.243400,15191,0.11957702040672300,0.05674877017736440,0.01618584431707860,0.10339117795229000
1713188727.8830500,16595,0.18676520884037000,0.012035648338496700,0.0067006926983594900,0.18006449937820400
1713188730.604950,17099,0.03709423542022710,0.005483838729560380,0.0021664192900061600,0.03492782264947890
1713188742.8437000,19331,0.059085045009851500,0.006875564809888600,0.005324152763932940,0.053760889917612100
1713188748.099040,20303,0.17782385647296900,0.06110281124711040,0.007234449964016680,0.17058944702148400
1713188751.2427200,20879,0.2691328227519990,0.01232057809829710,0.013896645978093100,0.2552361488342290
1713188752.638640,21131,0.04151739925146100,0.0042951093055307900,0.0023854633327573500,0.03913193568587300
1713188752.8611700,21167,0.07674568891525270,0.003375343745574360,0.004426747094839810,0.07231893390417100
1713188762.0603800,22859,0.7673363089561460,0.03861183300614360,0.03293178975582120,0.7344045639038090
1713188764.580200,23327,0.03619995340704920,0.005773378536105160,0.001558000105433170,0.03464195132255550
1713188767.356170,23831,0.03278975188732150,0.004272013437002900,0.0012910220539197300,0.0314987376332283
1713188769.305900,24191,0.01664983481168750,0.005495226476341490,0.0006219617207534610,0.016027875244617500
1713188777.719930,25739,0.10712624341249500,0.006389925722032790,0.002421633107587700,0.1047046035528180
1713188779.291990,26027,0.010106462985277200,0.002224196447059510,0.0005823818501085040,0.009524080902338030
1713188787.8505700,27575,0.06999819725751880,0.0032052043825388000,0.0029702619649469900,0.06702795624732970
1713188789.074410,27791,0.14490632712841000,0.004656314384192230,0.008550435304641720,0.136355921626091
1713188791.825150,28295,0.014209085144102600,0.0013675816589966400,0.0009410565253347160,0.01326802745461460
1713188792.208350,28367,0.01025932002812620,0.001835519215092060,0.0004912924487143760,0.009768027812242510
1713188795.1243000,28907,0.007307419553399090,0.0009370173211209480,0.00030381244141608500,0.007003607228398320
1713188796.298050,29123,0.03651031479239460,0.003532094182446600,0.0012459891149774200,0.03526432439684870
1713188801.7693300,30131,0.04806778207421300,0.0023147324100136800,0.0007041471544653180,0.047363635152578400
1713188823.677320,34055,0.0058298432268202300,0.0017361182253807800,0.0001550067390780900,0.005674837157130240
1713188828.7770400,34991,0.024192024022340800,0.0010536598274484300,0.0006810183404013520,0.0235110055655241
1713188828.977520,35027,0.007362190168350940,0.002529875608161090,0.00022926910605747300,0.00713291997089982
1713188830.153990,35243,0.2893982231616970,0.007632704917341470,0.0031425878405571000,0.28625571727752700
1713188835.376560,36215,0.03147859126329420,0.001596540561877190,0.00048544464516453400,0.030993137508630800
1713188837.1182800,36539,0.5432226657867430,0.06105506792664530,0.0026600193232297900,0.5405625104904180
1713188846.633200,38303,0.006173380650579930,0.0007347561186179520,0.0001846128434408460,0.005988767370581630
1713188847.213650,38411,0.00868508405983448,0.0010029695695266100,0.00019969140703324200,0.008485393598675730
1713188852.405320,39383,0.01608447916805740,0.001979917986318470,0.00013312450028024600,0.015951355919241900
1713188854.5391400,39779,0.07802516222000120,0.012463055551052100,0.0025657042860984800,0.07545945048332210
1713188865.5229800,41831,0.006808074656873940,0.0016112730372697100,0.00020059285452589400,0.006607482209801670
1713188869.2124800,42515,0.18415573239326500,0.014992988668382200,0.0016489113913849000,0.18250687420368200
1713188884.976230,45431,0.0077632092870771900,0.0009005070314742630,0.0001631248160265390,0.007600083947181700
1713188895.533950,47411,0.01886066421866420,0.004589446820318700,0.0005607048515230420,0.01829995959997180
1713188896.110210,47519,0.007617304101586340,0.0007063227822072800,0.00038178160320967400,0.007235521450638770
1713188898.806280,48023,0.002157733775675300,0.0003264560364186760,6.99676747899503E-05,0.002087766071781520
1713188899.598180,48167,0.00266899517737329,0.00035518049844540700,6.68720458634198E-05,0.002602122724056240
1713188908.856480,49895,0.11090759932994800,0.00413117790594697,0.0029401828069239900,0.10796739161014600
1713188910.217410,50147,0.003152474295347930,0.0015847006579861000,0.00010025439405581000,0.0030522202141583000
1713188914.4622600,50939,0.0020975207444280400,0.0004043220542371270,7.62088820920326E-05,0.0020213117823004700
1713188916.7605000,51371,0.004110789392143490,0.0009302654070779680,0.00017524960276205100,0.003935540094971660
1713188918.67649,51731,0.008532930165529250,0.0017035308992490200,0.00017428693536203400,0.00835864432156086
1713188924.423440,52811,0.10572651773691200,0.009969565086066720,0.00034231500467285500,0.1053842082619670
1713188926.515060,53207,0.0030720671638846400,0.0006454100366681810,6.60369914839976E-05,0.003006030572578310
1713188929.217620,53711,0.005111800506711010,0.0009408205514773730,0.00016014007269404800,0.004951660521328450
1713188935.4481700,54863,0.04895009845495220,0.026543086394667600,0.0003462772292550650,0.04860382527112960
1713188941.202960,55907,0.017407119274139400,0.005307564977556470,0.0001212514762301000,0.017285866662859900
1713188944.244030,56483,0.009758942760527130,0.0006781642441637810,0.00014552942593582000,0.009613415226340290
1713188947.3096300,57059,0.03105214238166810,0.0155828557908535,0.00027906044851988600,0.030773073434829700
1713188948.066560,57203,0.03867708146572110,0.0021575461141765100,0.0018497854471206700,0.03682729974389080
1713188951.318530,57815,0.433186411857605,0.02546030469238760,0.005376054905354980,0.4278103709220890
1713188957.954300,59075,0.049601733684539800,0.03643977269530300,0.00022603708202950700,0.04937569797039030
1713188967.804640,60911,0.003545349696651100,0.00035746442154049900,9.26484426599927E-05,0.0034527017269283500
1713188971.325820,61559,0.0045131295919418300,0.00036930275382474100,0.00012078305735485600,0.004392347298562530
1713188973.0286300,61883,0.0051278769969940200,0.0005354355671443050,0.00011183361493749500,0.005016043316572910
1713188975.682450,62387,0.010865073651075400,0.0011177515843883200,0.00015783504932187500,0.010707239620387600
1713188976.056130,62459,0.007305135950446130,0.0005230972310528160,0.00021298469800967700,0.007092150393873450
1713188976.646050,62567,0.002741002943366770,0.0002485482254996900,7.21269534551539E-05,0.0026688759680837400
1713188985.083860,64151,0.0018855620874092000,0.0003421753935981540,8.74497927725315E-05,0.0017981124110519900
1713188993.8340100,65771,0.010953139513731000,0.0040376437827944800,0.00026409910060465300,0.010689040645957000
1713188997.3310300,66419,0.003042178461328150,0.00043400778668001300,0.00010083513188874300,0.0029413432348519600
1713188999.0675700,66743,0.006199907511472700,0.000458855734905228,0.00014058861415833200,0.006059317383915190
1713189001.556430,67211,0.017984822392463700,0.0026811142452061200,0.00014405687397811600,0.01784077100455760
1713189002.123590,67319,0.00522640161216259,0.00028589172870852100,0.00010002919589169300,0.00512637197971344
1713189003.665250,67607,0.007340937852859500,0.0023741971235722300,0.0002567749179434030,0.007084163371473550
1713189011.375330,69047,0.0012916449923068300,0.00014210169319994700,5.38947533641476E-05,0.0012377500534057600
1713189014.6500800,69659,0.002615258563309910,0.0003184647939633580,7.26175858289935E-05,0.00254264147952199
1713189017.1426100,70127,0.005527401342988010,0.00035323092015460100,0.00022263225400820400,0.005304768215864900
1713190039.768610,72071,0.08195281028747560,0.0034569608978927100,0.0005619547446258370,0.0813908502459526
1713190046.342890,73331,0.0010336125269532200,0.00015581292973365600,3.34834912791848E-05,0.0010001291520893600
1713190963.882300,74807,0.014899928122758900,0.0022832618560642000,0.0001772428659023720,0.014722681604325800
1713190965.56034,75095,0.00103222974576056,0.0001599453535163780,4.97850342071615E-05,0.0009824445005506280
1713190966.5404500,75239,0.23206175863742800,0.008869060315191750,0.0023661754094064200,0.22969555854797400
1713190968.008020,75491,0.0014735612785443700,0.00018959378940053300,4.51649648312014E-05,0.001428395975381140
1713192721.976640,78767,0.010347350500524000,0.0013448538957163700,0.00022246701701078600,0.01012488268315790
1713192724.244530,79199,0.0009484895272180440,0.0002066245215246450,2.93617104034638E-05,0.0009191280696541070
1713193710.054730,79631,0.000577674014493823,9.42459155339748E-05,2.17106917261845E-05,0.0005559633718803530
1713195620.727290,80351,0.001427751500159500,0.00015037313278298800,7.42830743547529E-05,0.0013534682802856000
1713195622.239540,80531,0.0008390944567509000,0.00013978764764033300,3.82593716494739E-05,0.0008008350851014260
1713195622.639940,80567,0.001018285402096810,0.00017007000860758100,2.90294992737472E-05,0.0009892560774460440
1713195627.722110,81287,0.0013941839570179600,0.00032425211975351000,2.75386046268977E-05,0.0013666454469785100
1713195628.6675700,81467,0.020035048946738200,0.0015692743472755000,0.001053768559359010,0.01898128166794780
1713195637.36208,83087,0.0007770902011543510,0.0005019573145546020,2.58212039625505E-05,0.0007512689335271720
1713195639.682820,83519,0.000871892785653472,0.00010688337351894000,2.98525555990636E-05,0.0008420402882620690
1713195646.331420,84779,0.001085221185348930,0.00014961785927880600,4.8297290049959E-05,0.0010369238443672700
1713195653.090710,86039,0.008705440908670430,0.0007173536578193310,0.00012766505824402000,0.008577775210142140
1713195653.2779000,86075,0.001875516609288750,0.00031693748314864900,3.46085362252779E-05,0.0018409078475087900
1713195653.6532700,86147,0.0010918673360720300,0.0001392876001773400,3.17713565891609E-05,0.0010600960813462700
1713195662.110410,87731,0.00040941708721220500,9.89193140412681E-05,2.74589765467681E-05,0.000381958088837564
1713195665.378490,88343,0.016025478020310400,0.0007711353246122600,0.0002637483412399890,0.015761733055114700
1713195665.7575700,88415,0.0015564054483547800,0.0001643032010179010,2.46057661570376E-05,0.0015317994402721500
1713195666.704140,88595,0.0016236021183431100,0.00013852411939296900,7.28253944544122E-05,0.001550777000375090
1713195671.4946900,89495,0.021344462409615500,0.001608041813597080,0.0004954172763973480,0.020849045366048800
1713195671.682070,89531,0.011878743767738300,0.0011389231076464100,0.00020949928148184000,0.011669245548546300
1713195673.589730,89891,0.036307141184806800,0.01042651105672120,0.0001857635215856140,0.03612137958407400
1713195673.968390,89963,0.031119558960199400,0.002764304867014290,0.0005470647010952230,0.030572490766644500
1713195674.908220,90143,0.0014740132028237000,0.00011281833576504100,4.04549500672147E-05,0.0014335585292428700
1713195680.491060,91187,0.04094335064291950,0.0027136707212775900,0.00045007315929979100,0.040493279695510900
1713195683.357960,91727,0.0016459855251014200,0.00016236498777288900,3.50012996932492E-05,0.0016109842108562600
1713195684.509090,91943,0.0005160961882211270,0.0001096353298635220,3.41233244398609E-05,0.00048197282012552000
1713195709.804010,96695,0.0108661949634552,0.003523389808833600,0.00015281685045920300,0.01071337889879940
1713195718.8285000,98675,0.0016149255679920300,0.00013202604895923300,4.14476817240939E-05,0.0015734776388853800
1713195721.0862300,99179,0.03978988155722620,0.0016253191279247400,0.00043774148798547700,0.03935213387012480
1713195726.73751,100439,0.0012730997987091500,0.00022612618340645000,2.6282928956789E-05,0.0012468170607462500
1713195743.97874,104291,0.46833425760269200,0.04331222549080850,0.0018284018151462100,0.46650585532188400
1713195755.28679,106847,0.0004329330986365680,8.00963316578418E-05,1.76129578903783E-05,0.00041532021714374400
1713195762.326320,108431,0.007855113595724110,0.0005123289301991460,9.62938938755542E-05,0.007758817635476590
1713195766.6169200,109403,0.0005666605429723860,0.00027073206729255600,1.93522228073562E-05,0.0005473084165714680
1713195767.085880,109511,0.0005845359992235900,0.00011705057841027200,1.86501929420047E-05,0.0005658857990056280
1713195776.440960,111599,0.0022676328662782900,0.00022802408784627900,3.25058863381855E-05,0.0022351276129484200
1713195786.323750,113831,0.0013583251275122200,0.0002691589470487090,2.20581550820498E-05,0.001336266752332450
1713195791.887040,115091,0.0014537940733134700,0.0005087555036880080,4.33825844083913E-05,0.0014104116708040200
1713195797.2643400,116315,0.039912283420562700,0.00417372165247798,0.0004366021021269260,0.039475683122873300
1713195799.500170,116819,0.03583178296685220,0.0023123708087950900,0.0016963229281827800,0.03413545712828640
1713195799.838650,116891,0.00638771103695035,0.0010700073326006500,0.00020639400463551300,0.006181316450238230
1713195800.042850,116927,0.005268477369099860,0.0009628364350646730,0.0001495647884439680,0.005118912551552060
1713195809.202970,119015,0.0021959312725812200,0.00026734545826911900,3.08710696117487E-05,0.0021650600247085100
1713195820.4856700,121571,0.030281931161880500,0.0013041163329035000,0.00043458922300487800,0.029847346246242500
1713195825.800660,122723,0.004156127106398340,0.0007141579408198600,5.47952367924154E-05,0.004101331811398270
1713195829.281730,123515,0.0016020952025428400,0.0001493154268246140,3.85782041121274E-05,0.0015635172603651900
1713195832.389070,124199,0.09395469725131990,0.005606464110314850,0.0006812404608353970,0.09327344596385960
1713195834.753310,124739,0.001352352206595240,0.0002484327706042680,2.99028179142624E-05,0.00132244941778481
1713195837.276340,125315,0.0011007864959538000,0.00016698666149750400,1.85100398084614E-05,0.0010822763433679900
1713195856.3188700,129635,0.02302628383040430,0.0010796657297760200,0.00018642895156517600,0.0228398609906435
1713195859.2393100,130283,0.0007320067379623650,0.00022091214486863500,1.66800837178016E-05,0.0007153266342356800
1713195859.561120,130355,0.002191831124946480,0.00016414826677646500,4.35795955127105E-05,0.0021482512820512100
1713195865.307200,131651,0.0006391165079548960,0.0003314930945634840,1.21325483632972E-05,0.000626983935944736
1713195867.513600,132155,0.0035949323792010500,0.00020666871569119400,5.1820319640683E-05,0.0035431128926575200
1713195876.389970,134171,0.001635584980249410,0.0001974642655113710,4.21402073698118E-05,0.0015934446128085300
1713195878.782220,134711,0.030619286000728600,0.0016401360044255900,0.0004704480816144500,0.030148837715387300
1713195886.9778200,136583,0.000646232976578176,0.00011367383558535900,1.1820640793303E-05,0.0006344123976305130
1713195890.358240,137339,0.0031311670318245900,0.0001245108578586950,3.31214141624514E-05,0.0030980452429503200
1713195891.1974700,137519,0.010427234694361700,0.002992953173816200,0.00014407177513930900,0.010283165611326700
1713195891.530630,137591,0.03264965862035750,0.0030786816496402000,0.0003503232728689910,0.03229932859539990
1713195898.315160,139139,0.0005180382868275050,8.6401567386929E-05,1.15395905595506E-05,0.0005064987926743930
1713195908.4617200,141443,0.0003973185957875100,0.00012193325528642200,9.56919666350586E-06,0.00038774937274865800
1713195912.917360,142451,0.0073499660938978200,0.0007895492599345740,0.00023903381952550300,0.007110931910574440
1713195917.3232500,143459,0.0006290468154475090,0.00017628852219786500,1.29357067635283E-05,0.0006161110941320660
1713195925.171110,145223,0.001119587104767560,0.00017482398834545200,1.94546391867334E-05,0.0011001324746757700
1713195925.6381800,145331,0.001046180841512980,0.0006314584170468150,1.78397676791064E-05,0.0010283408919349300
1713195934.815280,147383,0.0005378503701649610,6.92870380589739E-05,1.59275714395335E-05,0.000521922716870904
1713195935.610830,147563,0.00026684123440645600,7.31431355234236E-05,9.85959286481375E-06,0.00025698161334730700
1713195937.369880,147959,0.00048010595492087300,7.27313890820369E-05,1.338121273875E-05,0.0004667247412726280
1713195949.167290,150587,0.0005214569391682740,7.84997537266463E-05,8.383078238694E-06,0.0005130738136358560
1713195951.227760,151019,0.0026109556201845400,0.0003309071180410680,8.07232863735408E-05,0.002530232770368460
1713195951.584830,151091,0.0011698381276801200,0.0001341258321190250,2.85337318928214E-05,0.0011413039173930900
1713195952.578560,151307,0.0006650223513133820,6.40694270259701E-05,1.334608077741E-05,0.0006516762659884990
1713195956.648460,152207,0.005250754300504920,0.0009354864014312630,2.88850533252116E-05,0.005221869330853220
1713195957.4706800,152387,0.001297031412832440,0.0008296258747577670,1.24504085761146E-05,0.0012845807941630500
1713195957.961320,152495,0.0005232659750618040,9.40597456065007E-05,1.63402255566325E-05,0.0005069256876595320
1713195962.570640,153503,0.0006904249312356110,0.00013673938519787000,1.37866263685282E-05,0.0006766383303329350
1713195963.050570,153611,0.02415524423122410,0.0007172654150053860,0.0006090396782383320,0.02354620210826400
1713195969.286250,154979,0.0035436945036053700,0.0004303614841774110,9.99130716081709E-05,0.00344378175213933
1713195971.414390,155447,0.0004114026960451160,6.99757001711987E-05,1.0913811820501E-05,0.00040048896335065400
1713195971.741370,155519,0.0003683774557430300,0.00013060173660051100,9.79059404926375E-06,0.00035858689807355400
1713195985.011870,158435,0.0008989002089947460,0.00010429953545099100,1.98443394765491E-05,0.0008790559368208050
1713195991.392780,159623,0.019597027450799900,0.004779541399329900,0.0002880643878597770,0.019308963790535900
1713196001.084640,161747,0.012499499134719400,0.0009591066627763210,0.00031337322434410500,0.012186125852167600
1713196005.2273500,162359,0.0003255588235333560,0.00010680902050808100,9.76010778686032E-06,0.00031579870847053800
1713196009.1179300,163115,0.001435691025108100,0.00014776414900552500,2.39874698308995E-05,0.0014117034152150200
1713196019.620900,164951,0.000569593976251781,0.00018683983944356400,1.02344056358561E-05,0.0005593596142716710
1713196027.778460,166643,0.016883574426174200,0.001083596027456220,0.00022372959938366000,0.016659844666719400
1713196033.579800,167939,0.010202952660620200,0.0006092559779062870,0.000422807497670874,0.00978014338761568
1713196034.216690,168083,0.0016405131900683000,0.0001654086954658850,2.10505004361039E-05,0.0016194625059142700
1713196035.502630,168371,0.000331917020957917,7.07343351677991E-05,1.03314923762809E-05,0.0003215855685994030
1713196041.857150,169703,0.0005480931722559040,6.72037349431776E-05,1.11109438876156E-05,0.0005369822611100970
1713196047.578830,171035,0.0005493965581990780,8.6730025941506E-05,1.03570137071074E-05,0.0005390394944697620
1713196048.85427,171323,0.0008479135576635600,0.00011099562107119700,1.06352836155565E-05,0.0008372784359380600
1713196053.480780,172403,0.001446498790755870,0.00025378327700309500,2.94308210868621E-05,0.0014170682989060900
1713196055.37709,172835,0.0004607894807122650,7.34530331101269E-05,7.54714528738987E-06,0.00045324230450205500
1713196055.721520,172907,0.0002899243263527750,0.00013054328155703800,7.16186968929833E-06,0.00028276245575398200
1713196061.642690,174275,0.0008770751883275810,0.0001575997594045480,9.07884532352909E-06,0.0008679964230395850
1713196063.513350,174707,0.0021069899667054400,0.00012039564899168900,2.30929581448436E-05,0.002083896892145280
1713196070.539740,176219,0.003013989422470330,0.0003483200562186540,4.20302785641979E-05,0.0029719590675085800
1713196082.094080,178667,0.009604186750948430,0.0004287755873519930,0.0002948401961475610,0.009309345856308940
1713196083.489170,178991,0.00048426061403006300,4.22781886300072E-05,5.92664946452715E-06,0.0004783339099958540
1713196083.9557800,179099,0.020175786688923800,0.011397035792470000,4.37398630310781E-05,0.020132048055529600
1713196096.2408400,181835,0.0001771763345459480,7.27576116332784E-05,4.35866604675539E-06,0.00017281762848142500
1713196096.5845900,181907,0.0009169689146801830,5.9460991906235E-05,1.22863893921021E-05,0.000904682616237551
1713196106.099950,183851,0.0005898383096791800,8.15518433228135E-05,6.32498540653614E-06,0.0005835132324136790
1713196110.673620,184859,0.0009461218141950670,0.00016422542103100600,1.62669748533517E-05,0.0009298549266532060
1713196122.049660,187235,0.0010251206113025500,0.00011355336027918400,8.35129412735114E-06,0.0010167693253606600
