Wall time,Step,train_total,val,train_pde,train_data
1713175692.545250,1547,0.6760213375091550,0.20690706372261000,0.13228176534175900,0.5437396168708800
1713175693.031040,1655,0.7400184273719790,0.07177440077066420,0.03704759478569030,0.7029708027839660
1713175697.2896,2591,0.3477972447872160,0.02323494292795660,0.020809747278690300,0.32698753476142900
1713175701.057800,3419,0.2447337508201600,0.0270671509206295,0.020619306713342700,0.22411444783210800
1713175713.093110,6047,0.09104741364717480,0.009059354662895200,0.005121856927871700,0.08592554926872250
1713175723.169370,8279,0.07830479741096500,0.005080208647996190,0.0030154394917190100,0.07528935372829440
1713175724.029650,8459,0.17571425437927200,0.011541503481566900,0.002684196690097450,0.1730300486087800
1713175727.474000,9215,0.5395665168762210,0.03297104313969610,0.018094737082719800,0.5214717388153080
1713175730.3858100,9863,0.04501862823963170,0.0052935159765183900,0.0019238200038671500,0.04309481382370000
1713175736.054450,11123,0.02597038261592390,0.0035039999056607500,0.0010692606447264600,0.024901127442717600
1713175736.379060,11195,0.008899587206542490,0.00522566819563508,0.00022377546702045900,0.008675812743604180
1713175737.6771200,11483,0.1370420753955840,0.00524371350184083,0.0029812720604240900,0.134060800075531
1713175762.839430,17099,0.011435706168413200,0.0015625155065208700,0.0002970705972984430,0.011138633824884900
1713175772.80555,19331,0.02136707678437230,0.00120851444080472,0.0008819025824777780,0.02048517018556600
1713175779.715790,20879,0.141988143324852,0.014665013179183000,0.0007722167065367100,0.14121590554714200
1713175780.828480,21131,0.003460145555436610,0.0007731044315733020,3.40010374202393E-05,0.0034261441323906200
1713175788.507520,22859,0.004815400578081610,0.0008103883010335270,4.26580481871497E-05,0.004772742744535210
1713175790.594270,23327,0.007542713545262810,0.0015091311652213300,5.22988957527559E-05,0.007490415591746570
1713175801.2709000,25739,0.004831039812415840,0.0009160268236882990,0.00013515337195713100,0.004695886746048930
1713175802.537620,26027,0.002334452234208580,0.00047717761481180800,3.03084216284333E-05,0.0023041435051709400
1713175812.6798400,28295,0.06303315609693530,0.004822922870516780,0.00045665784273296600,0.06257651746273040
1713175815.3970700,28907,0.006170298438519240,0.0010943610686808800,4.42747259512544E-05,0.006126022897660730
1713175816.347660,29123,0.016547836363315600,0.0017469847807660700,0.00013264357403386400,0.016415193676948500
1713175820.85886,30131,0.0021002469584345800,0.0005939840921200810,2.62077082879841E-05,0.002074039541184900
1713175842.3427100,34991,0.012153241783380500,0.001938926405273380,6.95060225552879E-05,0.012083737179637000
1713175849.229920,36539,0.09136774390935900,0.010421575047075700,0.00015928460925351800,0.09120846539735790
1713175857.386180,38411,0.051819656044244800,0.004096337128430610,8.81897722138092E-05,0.051731470972299600
1713175863.363760,39779,0.025116795673966400,0.0059351674281060700,7.0108195359353E-05,0.025046689435839700
1713175875.339900,42515,0.21767091751098600,0.010946137830615000,0.00021960007143206900,0.2174513041973110
1713175888.139540,45431,0.010239795781672000,0.0016470721457153600,1.54184417624492E-05,0.010224375873804100
1713175896.8048600,47411,0.013614177703857400,0.0025314665399491800,3.2007839763537E-05,0.013582170009613000
1713175897.275540,47519,0.00590748805552721,0.001377567765302960,1.74251581483986E-05,0.005890063010156160
1713175899.475340,48023,0.007610547821968790,0.0011054431088268800,2.6055597118102E-05,0.007584491744637490
